217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232
16.94,3.09,7.68,9.74,17.96,2.04,6.61,7.99,7.53,4.73,19.08,7.49,5.02,7.23,15.77,2.14
17.34,3.06,7.61,10.05,18.47,1.9,6.55,7.72,7.29,4.7,17.82,6.52,4.88,7.25,15.99,2.19
17.34,2.99,7.39,10.61,17.79,1.9,6.7,7.3,7.35,5.03,17.14,5.94,4.86,7.06,15.99,2.35
18.53,3.12,7.62,10.37,18.56,1.9,6.83,7.02,7.08,4.75,16.77,5.73,5.1,7.71,15.99,2.21
20.39,3.1,7.32,10.38,17.13,1.9,6.88,7.63,7.12,5.47,16.23,5.42,5.14,7.57,15.99,2.14
21.75,3.16,7.48,10.38,17.9,1.5,6.75,8.05,7.56,5.91,15.92,5.52,5.04,7.65,16.37,2.12
22.43,3.16,7.38,9.17,17.86,1.59,6.19,8.12,7.66,6.29,15.37,5.51,5.21,6.85,16.49,2.18
22.45,3.2,7.25,9.14,18.01,1.65,6.32,8.64,7.74,6.33,15.25,5.87,5.12,6.36,16.49,2.26
23.22,3.13,7.46,8.75,18.15,1.65,6.28,8.92,8.05,6.3,15.29,6.11,5.12,6.36,16.49,2.25
23.68,3.18,7.42,8.4,18.48,1.35,6.39,8.49,8.3,5.62,15.03,6.09,4.99,5.43,16.49,2.22
23.39,3.26,6.98,7.98,18.34,1.35,6.63,8.1,8.02,5.74,15.4,5.82,5.17,5.03,16.49,2.22
22.9,3.28,6.93,7.27,18.4,1.8,6.52,7.71,7.8,5.12,15.08,5.89,4.64,5.15,16.49,2.14
23.03,3.41,6.84,7.08,18.4,1.8,6.47,7.59,7.61,7.11,15.54,5.78,4.62,5.19,16.49,2.04
23.01,3.3,6.58,7.08,18.4,1.8,6.47,7.59,7.61,7.11,15.54,5.78,4.62,4.92,16.5,2.04
27.83,3.31,6.54,7.99,17.9,1.8,6.2,5.56,7.12,6.08,14.58,5.24,4.67,5.32,16.72,2.14
29.46,3.51,6.74,7.99,17.9,1.8,6.23,5.58,6.94,5.98,14.21,4.9,4.49,5.44,16.99,2.2
30.18,3.48,6.78,7.99,17.9,1.84,6.3,6.04,7.98,5.98,13.79,4.75,4.81,6.03,16.99,2.36
