139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
24.73,5.34,5.42,13.36,5.16,4.54,19.88,40.49,22.24,7.22,7.74,20.21,3.56,3.37,3.3,7.15,8.44,1.8,4.34,13.73,3.56,2.87,6.45,2.65,6.99,11.59,1.36,5.44
23.95,5.02,5.69,13.52,3.53,4.52,19.73,40.35,20.47,7.44,6.85,17.26,4.26,3.69,3.48,7.11,9.16,2.01,4.15,14.31,3.61,2.87,6.57,2.49,6.48,10.47,1.62,4.38
22.18,5.94,5.48,13.42,3.51,4.35,19.95,38.26,19.93,6.28,6.46,14.71,3.65,2.98,2.73,6.67,8.05,2.58,3.62,12.97,3.45,2.87,5.32,2.35,6.57,10.03,1.48,3.48
21.61,5.49,5.64,13.63,3.4,4.4,20.18,37.29,19.93,6.62,6.69,14.15,4.13,3.09,3.01,6.46,7.55,3.4,3.61,12.81,3.65,2.87,5.02,2.26,7.0,10.59,1.38,3.62
20.84,5.75,5.16,14.48,3.6,4.56,20.63,38.33,19.93,7.22,6.96,13.77,4.22,3.72,3.43,6.67,8.43,3.11,3.8,12.59,3.8,2.87,5.18,2.22,7.26,10.74,1.69,4.47
22.96,4.93,6.14,15.16,2.79,4.89,21.04,38.33,21.05,8.24,6.96,13.77,3.06,4.08,3.64,7.04,9.39,2.38,4.76,12.22,4.26,2.87,5.33,3.26,7.35,9.23,1.85,3.51
20.72,4.68,6.37,15.22,1.98,5.35,22.76,35.93,15.99,7.86,7.48,14.99,1.67,3.2,3.57,6.57,8.77,2.58,3.5,12.53,4.23,2.87,7.57,2.61,7.22,8.85,1.52,4.93
21.89,5.28,6.68,15.76,3.68,6.53,23.99,35.93,24.39,9.06,9.11,15.73,2.49,3.15,3.64,6.98,8.96,2.46,3.69,13.58,4.11,2.87,7.79,2.82,7.33,11.35,2.04,4.51
22.12,5.29,6.94,16.58,3.97,7.38,24.07,49.15,24.85,9.67,9.49,17.91,2.71,3.46,3.76,6.97,9.19,2.62,4.28,14.31,4.47,2.87,7.37,2.5,7.55,11.91,1.97,5.54
21.43,5.08,7.65,17.66,4.58,8.01,24.42,48.66,23.52,10.09,9.99,15.47,2.8,3.56,3.77,6.95,8.91,2.54,4.12,14.93,4.39,2.87,7.25,2.65,7.63,13.05,2.26,6.94
21.09,4.83,8.02,18.22,4.76,8.07,23.85,44.1,22.42,9.53,9.52,15.57,3.06,3.51,3.8,7.03,8.76,2.63,5.07,14.72,3.92,2.87,6.94,2.62,7.71,12.73,2.76,7.62
20.25,4.78,8.08,18.67,3.9,8.51,24.25,45.48,23.46,9.16,9.12,15.23,3.81,3.66,3.71,6.58,8.54,2.9,5.26,14.36,3.92,2.87,6.93,2.68,7.89,12.82,2.65,6.71
19.62,4.71,8.03,18.64,5.03,9.42,23.96,45.45,22.58,9.01,8.96,15.11,4.14,3.77,3.8,6.72,9.01,2.83,5.45,14.42,3.98,2.87,7.16,2.78,8.04,13.07,2.51,7.42
19.75,4.81,8.33,18.81,6.07,9.48,22.69,44.11,22.95,8.14,8.09,12.73,4.71,3.65,3.84,7.11,9.07,2.95,5.74,14.12,4.21,2.87,7.41,2.72,8.15,13.28,2.6,7.78
20.48,5.01,8.03,18.95,6.4,10.27,23.63,44.36,21.94,8.27,8.4,12.9,5.18,3.72,3.99,7.45,9.73,2.89,5.96,15.02,4.51,2.87,7.72,2.78,9.12,14.07,2.61,8.94
20.75,5.02,8.06,19.13,7.43,11.13,24.51,43.66,22.39,9.52,9.52,13.06,5.14,3.96,4.35,8.04,10.06,3.01,6.52,16.5,5.17,2.87,8.02,4.62,9.87,14.72,2.69,9.81
20.32,4.8,8.15,19.11,7.18,10.03,23.89,44.75,22.16,9.39,9.39,14.14,6.72,3.98,4.82,8.22,9.72,3.03,5.98,16.16,5.16,2.87,7.93,3.22,9.78,15.0,2.67,8.25
20.75,5.05,8.41,19.15,5.99,10.62,25.52,48.78,22.33,9.18,9.18,14.91,5.45,4.25,4.99,10.29,10.13,3.11,6.19,17.27,5.76,2.87,8.22,3.39,9.42,16.03,2.67,7.62
20.76,4.95,8.54,18.21,5.08,11.1,25.83,47.51,22.53,9.54,9.54,15.06,5.33,4.18,5.29,10.19,9.9,3.08,6.17,17.54,7.31,2.87,7.75,3.54,9.02,15.95,2.99,5.49
21.37,5.1,8.52,18.04,4.25,11.32,27.24,44.79,22.09,9.6,9.6,15.09,5.53,4.45,5.14,9.84,9.65,3.38,6.06,17.57,7.16,2.87,7.73,3.75,8.22,16.03,3.0,4.63
21.13,5.07,7.65,18.04,4.03,11.56,27.97,44.15,21.4,9.79,9.79,15.32,6.12,4.48,5.24,9.53,9.16,3.34,6.67,19.95,6.54,2.87,8.29,3.85,7.99,16.31,3.07,4.36
20.7,5.0,8.01,17.76,5.83,11.41,26.3,44.16,21.04,9.75,9.75,15.21,6.83,4.72,5.3,9.12,8.76,3.37,6.85,20.05,6.47,2.87,8.53,3.79,7.64,16.36,2.98,5.5
20.79,4.87,7.93,17.31,6.43,10.98,27.82,42.73,21.21,9.39,9.89,15.46,8.58,4.72,5.32,8.56,8.66,3.44,6.76,19.91,6.02,2.87,8.6,3.89,7.62,16.04,3.05,6.51
21.4,5.0,7.69,17.29,6.74,10.57,28.36,45.52,21.54,9.13,10.41,15.52,9.69,4.71,5.37,9.13,9.36,3.45,6.68,19.64,5.91,2.87,8.76,3.88,8.02,16.26,2.97,8.19
22.24,5.24,7.81,17.39,7.48,10.09,28.07,49.59,21.28,8.87,9.66,15.04,7.0,4.79,5.62,9.77,9.66,3.55,6.73,18.8,5.41,2.87,8.73,3.88,7.96,17.01,2.98,8.09
23.44,5.39,8.07,17.65,6.53,9.85,27.45,46.74,20.37,8.26,8.87,15.13,6.19,4.77,5.59,10.28,10.58,3.45,6.82,19.15,5.68,2.87,9.29,4.02,7.76,16.88,3.19,8.09
23.35,5.28,7.98,18.06,5.38,9.72,25.91,50.18,19.64,8.65,8.74,15.57,6.25,5.02,5.35,9.85,10.14,3.33,6.39,19.16,5.73,2.87,9.3,3.77,7.16,17.2,3.08,7.4
23.64,5.44,8.12,18.05,5.67,9.46,26.81,54.37,19.53,8.7,8.26,14.83,4.95,5.02,5.44,10.39,10.1,3.49,6.99,18.6,5.73,2.87,9.75,4.01,6.94,16.51,3.3,7.41
23.56,5.48,8.43,18.54,5.84,9.43,23.83,48.5,19.17,7.62,8.99,15.02,4.88,5.25,4.94,10.05,9.82,3.14,5.65,17.7,5.73,2.87,9.64,3.73,6.04,14.66,3.01,8.37
23.01,5.8,9.09,20.09,5.64,9.45,24.96,48.34,17.97,8.0,8.46,14.74,4.72,4.87,5.4,10.11,10.63,3.38,6.16,18.61,5.86,2.87,9.54,4.06,5.94,16.7,3.3,6.63
22.36,5.74,9.27,19.86,5.89,9.44,25.06,50.91,18.57,8.0,8.41,14.32,4.49,5.05,5.06,9.16,9.96,3.31,6.03,18.67,5.65,2.87,9.45,3.9,5.79,17.05,3.37,7.78
22.43,5.8,8.46,19.7,4.48,9.61,24.9,48.12,17.48,7.5,8.62,14.07,4.0,4.82,4.95,7.91,9.52,3.21,5.89,18.51,5.59,2.87,8.51,3.54,5.42,16.59,3.17,6.96
24.35,5.98,8.3,19.08,3.93,9.38,25.91,48.29,17.23,8.35,8.83,14.16,3.85,4.74,5.07,7.15,9.64,3.15,5.97,18.06,5.4,2.87,9.05,3.51,5.44,15.96,3.26,6.87
24.05,5.81,8.11,18.84,3.93,9.23,24.78,42.7,18.22,7.71,8.25,14.01,3.85,4.83,5.16,6.97,9.65,3.26,5.51,17.49,5.13,2.87,8.79,3.65,5.38,15.98,3.18,6.87
26.81,5.99,8.48,19.99,3.93,9.37,24.78,42.7,18.22,7.71,8.25,14.01,3.85,4.79,5.11,6.64,10.04,3.04,5.72,17.44,5.3,2.87,8.61,3.68,5.63,15.88,3.22,6.87
28.86,5.99,8.48,20.53,3.93,9.3,24.78,42.7,18.22,7.71,8.25,14.01,3.85,4.92,4.79,7.77,10.77,3.26,5.66,17.68,5.19,2.87,8.59,3.65,6.05,16.07,3.43,6.87
