280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
2.9,2.05,3.89,4.61,10.19,18.3,6.03,7.36,1.53,2.11,3.08,3.51,5.19,6.49,4.62,1.16,11.28,2.6,3.82,0.97
2.97,2.05,5.21,4.66,10.7,18.67,6.11,6.64,1.89,2.37,2.87,4.51,8.33,7.25,7.04,1.05,12.33,2.85,3.84,1.03
2.94,2.08,5.7,4.2,10.95,18.68,6.5,6.85,1.75,2.5,3.0,4.95,8.17,7.25,7.48,1.15,11.3,3.0,3.75,0.99
2.83,2.07,5.89,4.57,10.09,18.92,6.4,6.74,1.85,2.35,2.85,4.29,7.49,6.79,7.34,1.18,12.06,3.5,4.05,1.1
3.39,2.3,5.2,5.08,11.88,18.74,7.2,8.0,2.04,3.1,3.19,5.31,8.0,7.69,7.85,1.3,12.69,3.9,4.4,1.29
3.22,2.14,5.7,4.82,12.59,18.42,7.15,7.65,1.91,2.8,3.4,5.2,6.14,5.04,6.65,1.31,13.24,3.61,4.16,1.32
3.22,2.14,5.7,4.82,13.0,18.47,6.95,7.65,1.91,2.8,3.4,5.2,6.14,5.04,6.65,1.31,13.24,3.61,4.16,1.32
3.26,2.25,5.5,4.57,12.0,20.02,7.05,7.71,1.84,2.77,3.69,4.8,6.05,4.95,6.1,1.38,13.0,3.55,3.95,1.25
3.01,2.27,4.5,4.18,12.8,19.67,9.35,8.66,1.68,3.13,3.55,4.4,5.05,4.73,5.62,1.39,12.93,3.68,3.79,1.36
3.46,2.31,4.46,4.19,12.37,20.39,9.13,7.93,1.9,3.1,3.14,4.55,4.96,4.59,5.48,1.29,13.04,3.47,3.85,1.31
3.17,2.14,3.88,3.81,10.49,20.61,7.82,7.57,1.93,2.63,3.29,4.75,5.7,4.65,5.44,1.25,12.17,3.27,3.87,1.53
3.88,1.99,4.01,4.0,13.04,25.34,8.09,7.99,1.75,3.45,3.4,5.01,5.96,5.09,5.15,1.26,9.99,3.27,4.05,1.45
3.94,2.47,4.58,4.11,14.0,24.33,7.96,8.72,1.88,3.53,3.34,4.81,6.86,5.28,5.77,1.44,10.34,3.45,4.14,1.4
3.7,2.29,4.72,4.5,14.99,25.5,8.3,8.59,2.0,3.49,3.3,5.1,7.02,5.5,5.87,1.4,10.8,3.5,4.3,1.38
3.67,2.25,4.9,4.39,13.89,25.76,7.48,7.39,2.5,3.05,3.19,5.4,6.99,5.98,5.87,1.19,10.9,2.89,4.26,1.29
3.8,2.24,4.35,4.6,14.54,26.37,7.94,7.73,2.61,3.11,3.23,6.57,7.52,6.35,6.34,1.14,12.19,3.57,4.58,1.33
3.5,2.2,4.4,4.5,14.0,25.5,7.7,7.9,2.75,3.0,3.15,6.5,7.45,6.35,6.35,1.2,13.0,3.5,4.5,1.3
3.3,2.35,4.99,4.39,15.0,26.0,6.99,7.5,2.6,3.3,3.2,6.2,6.99,6.0,6.35,1.3,14.0,3.7,4.69,1.3
3.35,2.4,5.1,4.5,16.5,25.0,6.5,7.2,2.6,3.25,3.15,6.5,7.2,6.1,6.4,1.25,13.75,3.5,4.55,1.3
3.5,2.55,4.8,4.75,18.0,27.5,6.5,7.0,2.75,3.5,3.2,6.99,7.0,5.9,6.2,1.35,14.75,3.65,4.5,1.35
5.99,2.6,4.5,4.5,19.0,29.0,7.0,7.6,2.9,3.65,3.0,7.0,6.85,6.1,6.0,1.3,14.0,4.8,7.9,1.3
5.5,2.65,4.69,4.75,19.5,31.2,7.65,8.0,3.1,3.5,2.85,7.35,6.7,6.0,6.5,1.4,13.0,4.5,8.1,1.25
5.99,2.49,5.49,4.65,20.0,32.5,8.2,8.7,2.9,3.65,2.89,7.7,6.99,6.0,7.0,1.45,14.0,4.36,8.5,1.35
6.23,2.83,4.6,5.24,13.59,25.65,7.67,9.42,1.58,3.86,4.03,7.54,7.11,7.01,8.07,1.34,13.91,4.48,7.66,1.23
4.76,2.89,5.59,4.44,15.63,28.57,7.45,8.15,1.69,3.85,3.36,7.17,7.61,7.0,8.25,1.34,13.64,4.38,8.51,1.09
4.9,2.91,6.11,4.36,18.71,32.88,8.18,8.23,1.87,3.6,3.48,7.9,7.89,6.83,8.3,1.38,14.15,4.2,7.7,0.87
4.95,3.03,5.79,4.57,20.08,34.99,8.78,8.41,2.07,4.38,3.9,8.49,7.89,7.12,8.75,1.52,13.61,4.2,7.79,0.89
4.94,3.22,4.7,4.7,20.68,35.49,9.04,8.88,2.73,4.17,4.05,7.94,8.18,7.12,8.85,1.64,13.03,4.31,7.99,1.07
5.16,3.22,3.6,5.04,20.93,38.42,9.22,9.42,3.42,4.06,4.31,9.91,8.44,7.12,10.74,1.68,11.07,4.03,9.06,1.4
4.82,3.47,3.11,4.9,21.07,39.5,8.83,10.08,2.54,3.92,3.83,8.79,7.93,7.12,9.46,1.67,13.64,4.03,8.42,1.34
4.78,3.48,2.64,5.03,21.13,42.13,9.0,10.25,2.62,4.2,4.01,8.63,7.62,7.12,8.94,1.71,15.78,4.38,8.63,1.29
4.85,3.61,4.3,5.61,23.02,41.08,10.03,12.12,2.6,4.15,4.3,9.08,7.58,7.12,9.0,1.83,15.09,4.92,8.87,1.34
5.0,3.43,4.46,5.76,26.87,39.97,11.42,13.55,2.78,4.72,4.46,9.82,7.78,7.12,9.18,1.88,13.79,4.99,8.92,1.27
4.58,3.62,5.9,6.01,26.38,39.77,11.76,12.87,2.41,4.69,4.81,8.96,7.49,7.12,8.66,1.88,13.49,4.62,8.89,1.25
4.85,3.77,6.29,7.15,22.14,34.21,11.91,12.66,2.65,4.06,4.81,9.18,7.59,7.12,9.27,1.99,12.11,4.74,9.09,1.54
4.87,3.89,5.31,7.24,20.06,31.64,12.4,12.76,2.56,4.04,4.76,9.03,7.68,7.12,9.43,2.02,12.03,4.98,9.04,1.49
4.51,4.04,5.38,6.9,19.69,31.63,12.1,11.59,2.51,4.54,4.84,8.56,7.37,7.12,8.66,2.0,12.06,4.93,9.26,1.41
3.97,4.15,6.96,7.99,19.66,33.57,11.42,10.41,2.79,4.76,5.02,8.83,7.08,7.12,9.27,1.99,11.69,4.84,9.86,1.43
3.88,4.05,7.25,7.11,18.99,35.0,9.22,10.27,2.79,4.66,4.62,8.4,6.91,7.12,8.79,1.96,11.0,4.06,10.13,1.41
4.38,4.04,7.18,7.05,19.12,35.29,10.43,12.3,2.67,4.94,5.05,8.47,7.49,7.12,9.15,2.02,11.05,4.09,11.09,1.39
4.52,3.96,7.84,7.12,21.75,38.44,12.0,13.31,2.85,5.29,5.54,8.69,8.18,7.12,9.54,2.0,11.61,4.5,12.86,1.39
4.54,4.02,6.88,8.01,18.36,36.11,11.55,11.61,2.9,5.07,6.02,8.93,9.62,7.12,10.06,2.03,12.91,5.11,12.11,1.46
4.49,4.09,5.76,7.46,18.61,39.86,11.99,11.23,2.82,5.69,5.94,8.69,9.83,7.12,9.21,2.09,15.07,5.98,11.64,1.47
4.5,4.09,4.93,7.63,19.13,42.98,11.3,11.22,2.79,5.88,5.98,8.97,9.82,7.12,9.12,2.21,16.63,7.38,10.84,1.56
4.3,4.03,5.79,7.31,20.8,44.73,10.2,11.65,2.79,6.16,6.57,9.5,10.23,7.12,9.19,2.26,18.14,7.72,9.99,1.58
4.24,4.21,6.3,7.84,22.19,43.88,10.66,11.5,2.98,6.53,6.73,8.54,9.01,7.12,8.68,2.31,18.37,7.33,9.27,1.66
4.23,3.95,6.9,7.31,22.68,43.55,10.49,11.5,2.92,6.71,6.34,8.42,8.54,7.12,7.9,2.2,16.52,6.82,9.58,1.71
4.73,3.94,6.53,7.95,23.0,42.22,10.6,11.97,2.89,6.73,6.13,8.57,8.94,7.12,7.78,2.11,16.07,6.85,10.75,1.79
5.02,3.79,8.1,7.99,23.63,41.76,10.99,11.99,2.89,6.92,6.2,8.2,9.05,7.12,8.17,2.2,17.13,6.95,10.39,1.87
5.47,4.13,7.65,8.0,23.0,42.17,10.99,12.0,2.93,7.01,6.75,8.28,10.08,7.12,8.84,2.33,16.0,6.01,9.99,1.88
5.44,4.16,6.94,7.99,23.0,43.04,11.05,12.1,3.15,7.03,6.7,9.07,10.16,7.12,9.11,2.31,15.05,6.03,9.97,1.79
5.07,4.45,7.61,7.9,21.88,41.25,11.1,12.02,3.37,7.08,6.62,10.07,11.63,7.12,10.57,2.26,14.96,6.0,9.55,1.97
5.03,4.55,6.58,7.54,20.71,40.05,11.03,12.16,3.46,7.19,6.3,9.56,11.14,7.12,10.78,2.13,14.18,6.03,9.3,1.81
5.15,4.55,6.11,7.71,20.38,34.45,10.66,11.59,3.68,7.84,5.94,9.17,11.36,7.12,10.78,1.94,13.37,6.02,8.21,1.79
5.5,4.59,6.15,7.79,19.49,30.83,9.8,10.36,3.7,7.91,5.62,9.29,11.63,7.12,10.91,1.84,13.0,6.41,7.57,1.79
5.23,4.34,5.17,7.56,18.45,28.3,8.86,9.31,3.68,7.75,5.5,9.6,11.71,7.12,10.33,1.8,13.0,5.8,7.74,1.79
5.13,4.55,4.64,7.22,17.4,27.96,8.46,8.7,3.49,7.81,5.29,9.24,10.29,7.12,9.75,1.75,13.0,5.5,6.71,1.79
5.42,4.63,5.11,7.25,16.63,27.5,8.13,9.0,3.4,7.9,5.0,9.07,8.78,7.12,8.82,1.75,12.81,5.5,6.93,1.86
5.54,4.65,6.69,7.56,15.98,27.11,8.0,9.0,3.45,8.03,5.14,9.0,7.2,7.12,8.44,1.75,11.7,5.9,7.43,1.88
5.85,4.67,7.4,7.48,15.62,26.99,8.0,9.0,3.45,7.79,5.0,9.6,7.41,7.12,9.04,1.79,11.66,6.0,7.62,1.79
