115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
5.53,12.33,4.04,8.76,3.75,3.36,18.17,7.21,8.98,14.95,2.95,3.21,6.05,4.89,4.53,2.41,3.13,4.42,3.6,4.42,3.83,13.16,2.12,4.12
5.49,12.52,3.96,9.14,4.41,3.51,19.16,7.36,8.87,15.08,3.1,3.23,6.72,4.87,3.17,2.49,2.89,4.41,3.34,4.41,3.85,11.86,1.85,6.32
5.61,12.88,3.95,9.47,4.3,3.29,18.72,7.82,8.37,12.98,2.58,3.18,6.31,4.61,3.17,2.52,2.88,4.45,3.46,4.45,3.9,11.56,1.92,6.94
5.76,13.44,4.16,9.87,4.97,3.4,18.47,7.99,9.37,14.64,3.94,3.12,6.46,5.31,4.12,2.67,3.39,4.91,3.6,4.79,4.01,11.56,1.81,8.59
6.45,14.26,4.64,10.53,5.29,3.48,19.26,8.25,9.16,13.63,6.07,3.57,7.77,6.71,4.01,2.99,3.86,4.88,3.75,4.88,4.1,11.56,1.91,6.9
6.73,15.36,4.57,10.34,5.87,3.38,18.37,8.16,9.18,13.32,7.29,3.84,8.62,6.86,4.06,3.14,3.68,4.76,3.82,4.76,4.13,11.56,1.86,6.42
7.06,15.45,4.57,10.38,6.18,3.39,17.88,7.96,10.09,13.73,7.32,4.05,8.85,6.87,3.82,3.13,3.98,4.78,3.75,4.78,4.08,11.56,1.84,3.4
9.2,13.81,4.54,10.11,3.74,3.72,17.92,8.13,9.13,13.15,6.34,4.1,8.53,6.97,3.06,3.11,3.99,4.86,3.58,4.86,4.21,13.54,1.91,2.62
7.61,16.65,4.65,9.97,3.72,3.16,18.62,8.06,9.99,15.24,4.01,3.89,7.27,6.83,3.5,3.03,4.23,4.86,3.59,4.86,5.34,13.54,1.83,5.3
9.17,21.03,4.9,10.48,3.26,3.04,20.93,8.15,10.81,18.08,4.68,3.83,7.33,7.14,3.5,3.12,4.46,4.8,3.75,4.8,6.55,13.54,2.0,6.06
11.34,22.62,5.03,10.73,5.04,2.84,20.49,8.03,11.22,21.76,3.6,3.8,7.47,7.17,3.49,3.17,4.0,4.7,3.71,4.7,7.53,13.54,1.98,8.7
11.01,22.59,4.92,11.23,6.62,3.04,21.94,8.35,11.97,22.72,4.05,3.89,7.39,7.35,3.6,3.38,3.9,4.93,3.64,4.94,7.74,10.9,1.8,7.07
