257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279
4.63,3.63,5.58,6.35,23.0,28.9,9.54,10.71,16.5,2.79,3.95,3.31,4.72,1.78,2.87,13.11,4.58,2.59,3.67,8.72,10.8,1.65,5.4
4.56,3.34,6.53,7.04,21.34,28.93,10.21,11.21,16.55,3.68,3.78,3.23,4.07,1.79,2.95,13.98,4.48,2.59,3.5,8.82,11.42,1.66,6.2
4.21,3.75,7.43,6.94,19.54,28.3,12.26,13.22,17.43,4.64,3.73,3.88,4.09,1.88,2.96,15.26,3.91,2.59,3.29,8.77,11.96,1.68,7.98
4.2,3.63,7.93,6.98,19.2,29.98,11.97,12.97,18.4,5.91,3.49,3.66,4.22,1.94,2.97,16.01,4.01,2.59,2.76,9.07,11.97,1.6,8.67
4.67,3.75,8.37,7.59,19.08,30.36,10.66,11.36,18.92,6.4,3.8,3.86,4.57,1.9,3.1,17.32,4.61,2.59,3.06,10.02,11.94,1.69,8.64
5.01,4.01,6.97,8.1,20.09,29.91,11.47,12.01,18.76,6.26,3.57,4.59,5.45,1.76,3.09,16.19,4.54,2.59,3.71,11.42,11.58,1.72,7.05
6.28,4.59,6.64,8.83,22.45,29.9,13.03,13.53,19.5,5.81,3.58,5.96,6.37,1.85,3.95,15.67,5.66,2.59,3.8,12.71,12.86,1.99,6.76
5.09,4.09,5.99,8.65,22.96,29.68,12.4,12.98,16.5,5.1,3.58,5.39,6.46,1.87,3.99,15.75,7.06,2.59,3.8,11.81,12.28,1.99,5.04
5.0,4.12,5.17,8.61,23.34,31.56,13.18,13.63,17.06,4.95,3.59,5.13,6.73,1.89,3.99,16.47,7.89,2.59,3.63,10.6,11.99,1.99,4.22
5.56,4.46,5.11,8.68,22.68,31.99,13.62,14.2,18.72,5.25,3.59,5.6,6.99,1.89,4.02,17.46,7.95,2.59,3.51,10.4,11.99,1.99,3.99
5.13,4.26,6.09,7.86,21.04,30.28,12.25,12.74,19.82,6.1,3.35,6.33,6.88,1.76,4.35,17.27,7.83,2.59,3.65,8.86,12.25,1.81,3.62
5.47,4.31,6.87,7.88,21.02,30.24,12.56,12.98,19.72,7.26,3.2,6.79,7.08,2.02,4.65,17.7,7.99,2.59,4.04,8.98,12.99,1.77,3.69
5.57,4.02,6.79,7.97,21.15,30.43,12.88,13.3,19.68,7.9,3.21,6.72,7.18,2.01,4.7,17.66,7.92,2.59,4.17,9.72,13.2,1.79,3.77
5.61,3.98,6.8,7.92,21.0,30.19,12.9,13.32,19.75,7.88,3.23,6.64,7.19,2.03,4.76,17.49,7.83,2.59,4.18,9.96,13.26,1.87,3.84
5.59,3.99,6.91,7.9,20.8,29.86,12.9,13.3,19.7,7.4,3.23,6.64,7.19,2.05,4.8,17.62,7.88,2.59,4.19,9.95,13.2,1.91,4.21
5.59,3.99,6.41,7.89,20.32,29.16,12.91,13.46,19.68,6.32,3.25,6.76,7.13,2.08,4.86,17.67,7.9,2.59,4.19,9.93,13.22,1.93,4.5
5.61,3.99,6.0,7.83,20.34,29.18,12.99,13.7,19.49,5.6,3.23,6.92,7.14,2.1,4.89,17.01,7.37,2.59,4.17,9.81,13.3,1.93,4.35
5.53,4.1,5.9,7.72,20.06,28.62,13.13,13.71,19.37,5.12,3.2,6.88,7.04,2.1,4.88,15.84,6.46,2.59,4.01,9.8,13.5,1.92,4.14
5.22,4.04,5.59,7.33,19.71,27.89,12.8,13.45,18.95,5.0,3.25,6.88,6.98,1.98,4.66,15.8,6.1,2.59,3.89,8.72,13.65,1.9,4.22
4.96,3.93,5.48,6.98,19.55,28.0,12.55,13.16,18.75,4.85,3.35,6.8,6.81,1.84,4.38,15.58,5.86,2.59,3.74,7.55,13.65,1.86,4.52
4.83,3.85,5.43,6.85,19.33,28.26,12.28,12.88,18.53,4.85,3.35,6.8,6.8,1.76,4.22,15.38,5.71,2.59,3.64,7.13,13.69,1.85,4.42
4.75,3.85,5.38,6.85,19.16,27.18,12.13,12.74,18.53,4.85,3.33,6.8,6.8,1.73,4.3,15.18,5.65,2.59,3.62,7.05,13.75,1.85,4.37
4.74,3.85,5.24,6.81,19.0,25.57,12.18,12.56,18.45,4.63,3.43,6.8,6.8,1.71,4.31,15.0,5.44,2.59,3.63,7.0,13.8,1.86,4.37
4.88,3.87,5.24,6.67,18.88,25.57,12.18,12.56,18.45,4.63,3.77,6.71,6.62,1.74,4.3,14.9,5.34,2.59,3.65,6.96,13.81,1.85,4.37
5.29,4.0,5.24,6.77,19.78,25.57,12.18,12.56,18.45,4.63,3.52,6.84,6.36,1.72,4.19,15.0,5.17,2.59,3.45,7.01,13.65,1.72,4.37
