97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
4.99,5.49,7.99,20.22,8.52,8.19,10.99,6.49,6.26,4.69,6.74,5.77,12.0,4.99,6.89,8.09,12.74,4.32
4.99,6.44,7.94,20.88,8.69,8.88,11.76,7.63,6.84,4.73,5.54,6.34,12.0,4.1,5.58,7.77,13.95,5.94
4.96,6.36,8.76,19.97,9.83,7.95,11.54,9.97,7.07,4.35,6.47,7.24,12.07,3.8,7.27,8.1,13.51,6.22
6.08,6.22,9.12,17.5,8.78,7.34,13.29,7.15,8.31,4.35,7.37,6.97,12.23,4.44,7.93,8.03,13.47,6.03
5.33,6.29,10.1,19.64,8.74,7.31,11.82,4.71,7.46,4.59,7.57,6.74,14.5,4.55,6.17,7.19,13.74,6.39
6.38,5.86,8.51,19.99,7.86,8.39,12.64,4.25,7.86,4.99,7.06,7.45,15.0,4.83,7.22,6.97,12.99,6.86
6.09,5.37,8.62,19.99,6.98,6.54,10.24,3.82,8.33,4.74,8.27,7.62,15.0,4.72,5.89,5.76,12.99,5.69
6.34,5.47,7.13,19.4,7.54,6.71,10.77,3.81,8.29,4.69,7.82,8.4,15.0,4.53,7.16,6.11,12.99,8.51
6.54,5.04,6.61,20.95,7.69,6.49,10.31,3.68,6.73,4.3,7.37,7.6,15.0,4.24,6.08,5.91,12.31,6.65
5.34,6.24,6.54,20.49,7.49,7.87,10.99,3.94,7.07,3.84,5.69,7.24,15.0,4.42,6.99,5.12,11.99,6.74
7.06,3.34,8.2,19.86,6.93,6.59,10.99,3.9,7.97,4.51,5.49,7.45,15.0,4.22,7.48,5.29,12.99,6.34
5.23,3.44,8.47,18.94,6.75,7.29,10.25,3.3,6.8,4.09,5.19,7.42,15.0,4.06,6.97,5.6,13.21,6.73
5.64,3.44,7.67,21.47,7.14,7.23,10.99,3.3,7.81,4.52,4.59,6.37,14.33,3.83,7.71,6.62,12.94,6.73
5.91,3.44,7.29,16.12,7.39,6.99,10.62,3.3,7.87,3.5,4.93,7.76,15.0,4.12,7.55,5.2,12.99,6.73
5.91,3.44,9.42,16.12,7.39,6.99,10.62,3.3,7.78,3.69,6.11,8.55,15.0,3.79,6.34,5.53,12.99,6.73
