185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
22.7,17.07,4.15,16.31,24.11,11.04,13.17,17.39,5.41,9.34,8.88,6.69,5.22,8.62,14.52,4.42
22.06,16.71,4.63,17.02,24.21,12.69,14.25,19.16,6.57,9.43,8.54,5.78,5.14,8.69,14.89,4.67
21.61,16.58,5.22,16.63,25.99,13.1,14.54,19.74,7.4,8.98,7.78,5.61,6.14,8.06,15.24,5.5
21.74,16.51,6.06,16.62,27.16,13.08,15.14,21.74,9.68,9.14,7.73,4.89,5.54,8.3,14.89,8.28
22.39,16.46,6.11,17.01,26.96,13.11,14.93,20.76,10.58,10.1,8.67,5.05,5.47,8.23,14.89,10.68
23.49,16.15,7.99,16.66,22.35,12.38,14.95,20.05,8.61,8.82,8.1,4.8,5.18,8.3,14.86,11.04
23.86,16.09,5.33,16.47,21.6,11.89,13.09,18.13,5.57,9.67,8.61,5.0,5.02,8.28,14.25,6.86
23.96,15.8,5.38,16.69,26.0,13.79,14.64,21.78,5.51,8.88,8.18,5.02,4.68,7.57,15.37,6.63
23.44,15.52,6.6,16.03,28.58,13.64,14.85,23.28,5.36,9.19,8.1,5.15,5.85,7.08,15.63,7.35
24.03,16.89,6.16,15.89,27.64,13.73,14.72,23.14,6.35,9.21,8.47,5.15,4.91,6.93,15.88,7.76
23.42,15.97,4.96,15.69,29.66,13.7,14.53,23.47,5.25,8.8,8.28,5.07,4.88,5.6,15.8,7.46
23.05,17.46,5.65,14.52,17.97,8.17,8.72,14.31,4.99,7.68,7.74,4.81,4.17,5.44,14.79,8.44
23.24,16.75,4.69,15.53,23.37,10.42,11.17,20.83,4.68,7.61,7.5,4.68,4.69,5.48,14.46,6.35
24.18,16.38,4.01,15.61,24.45,13.32,14.01,24.36,4.55,8.13,7.75,4.66,4.92,5.52,15.83,6.16
24.3,16.09,4.53,15.96,24.6,13.03,13.92,23.83,4.15,8.08,8.03,4.63,5.05,5.38,15.83,6.5
25.69,16.34,5.71,15.87,24.6,13.02,13.92,23.83,5.85,7.8,8.42,4.61,4.81,5.4,15.83,6.19
26.1,16.3,6.12,16.14,24.6,13.73,13.92,23.83,5.46,8.1,8.39,4.77,5.09,5.45,15.83,6.02
