366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390
5.64,4.34,4.47,8.52,11.45,8.95,21.02,4.94,2.8,5.78,5.32,5.65,7.61,8.06,7.52,8.75,1.86,2.86,15.74,4.87,2.55,4.48,9.88,10.75,1.23
5.61,4.67,4.66,8.61,11.21,8.55,19.68,5.0,2.78,5.69,5.53,5.85,7.97,8.43,7.9,9.24,2.05,3.13,15.76,4.99,2.55,4.59,11.17,10.96,1.27
5.51,4.74,4.95,8.93,12.0,8.88,17.95,5.18,2.82,6.05,5.87,6.11,8.15,9.04,8.07,9.8,2.07,3.27,15.51,5.24,2.55,4.72,12.12,12.12,1.31
5.54,4.89,5.05,9.0,12.16,8.8,17.14,6.4,2.56,6.12,6.12,6.53,8.27,9.28,8.07,9.74,1.93,3.06,16.78,5.6,2.55,4.9,12.26,12.53,1.32
5.43,4.98,5.04,9.4,12.42,8.43,17.53,5.14,2.88,6.28,6.53,6.47,7.97,9.65,8.4,10.29,1.97,3.22,16.67,5.99,2.55,5.01,12.33,12.95,1.33
5.44,4.95,5.11,9.5,12.31,9.08,16.55,5.19,2.76,6.32,6.62,6.95,7.68,10.02,8.34,10.64,1.96,3.3,16.51,7.63,2.55,5.03,11.99,13.14,1.35
5.34,5.01,5.11,9.53,12.33,9.15,14.48,6.03,3.14,6.5,6.91,7.33,7.6,9.85,8.14,10.25,1.91,3.28,18.0,8.4,2.55,5.22,11.1,13.46,1.37
5.2,4.96,5.17,9.69,12.37,9.96,15.65,6.55,3.48,6.43,6.96,7.3,7.71,9.61,7.81,9.55,1.98,3.81,17.61,8.12,2.55,5.12,10.71,13.8,1.55
5.27,4.98,5.13,9.69,12.38,10.18,15.65,6.86,3.48,6.33,6.98,7.31,7.73,9.59,7.65,9.42,1.9,3.73,16.93,7.68,2.55,5.24,10.08,13.78,1.61
5.2,5.04,5.15,10.09,12.69,10.42,16.15,8.39,3.35,6.42,7.06,7.18,7.85,9.82,7.39,9.81,1.92,3.76,19.07,7.32,2.55,5.47,10.05,13.47,1.54
5.14,5.08,5.04,10.29,12.78,10.84,16.87,9.0,3.07,6.48,7.1,7.26,8.03,9.84,7.88,9.71,1.91,3.74,18.84,7.35,2.55,5.42,10.31,13.43,1.59
5.12,5.16,5.12,9.96,12.71,10.39,17.73,7.19,2.83,6.52,7.06,7.26,8.35,9.88,8.0,9.21,1.93,3.98,18.83,7.08,2.55,5.44,10.34,13.41,1.66
5.17,5.24,5.01,9.76,12.48,9.94,18.47,6.63,2.77,6.7,7.07,7.29,8.61,10.22,8.58,9.86,1.93,3.98,17.83,6.81,2.55,5.46,10.39,13.63,1.66
5.16,5.28,5.05,9.79,12.46,9.81,19.09,6.13,2.49,7.01,7.1,7.43,8.66,11.89,9.01,10.38,1.89,3.98,18.52,6.83,2.55,5.69,10.22,13.64,1.67
5.11,5.3,5.05,9.83,12.43,10.31,18.86,5.48,2.51,7.05,7.13,7.48,8.77,12.29,9.62,10.66,1.87,3.98,17.83,6.94,2.55,5.83,10.19,13.61,1.71
5.15,5.35,5.13,9.9,12.33,9.97,18.31,4.99,2.6,7.24,7.08,7.39,8.99,12.49,9.44,11.05,1.92,3.98,17.84,7.1,2.55,5.83,9.87,13.71,1.7
5.03,5.36,5.1,9.75,12.08,9.67,17.95,5.05,2.28,7.46,7.07,7.37,8.76,12.49,9.29,10.93,1.91,3.98,19.02,7.12,2.55,5.65,9.02,14.0,1.76
5.09,5.34,5.11,9.79,11.72,9.8,17.02,5.09,2.52,7.57,7.09,7.44,8.41,12.56,8.72,10.0,1.97,4.54,17.81,7.02,2.55,5.72,8.49,14.14,1.78
5.09,5.35,5.07,9.9,11.62,8.98,17.65,5.03,2.65,7.58,7.02,7.53,8.08,12.35,8.12,10.34,1.91,4.73,16.07,6.98,2.55,5.77,7.99,14.05,1.71
5.02,5.4,5.19,10.14,11.61,9.27,18.04,4.49,2.19,7.59,6.94,7.38,7.94,12.71,8.06,10.96,1.84,4.73,16.86,6.96,2.55,5.96,7.98,14.39,1.72
5.09,5.62,5.3,10.94,11.64,8.34,17.19,3.37,2.16,8.1,6.64,6.92,7.65,11.14,7.24,11.02,1.66,4.73,14.75,7.33,2.55,5.52,7.93,14.47,1.71
5.34,5.49,5.4,10.25,11.64,8.34,17.19,3.37,2.3,8.14,6.27,6.38,7.69,11.14,6.37,10.79,1.63,4.75,14.64,7.09,2.55,5.29,7.19,13.97,1.7
5.52,5.82,5.33,9.32,11.64,8.34,17.19,3.37,2.81,8.11,5.79,5.88,7.72,10.03,7.33,10.69,1.62,4.75,14.76,6.67,2.55,5.2,7.17,13.86,1.7
