Produto/Unidade,Nível de Comercialização,U.F.,01/2021,02/2021,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021
BOI GORDO (15 kg),PRODUTOR,DF,"258,10","285,00","287,83","290,91","298,38","304,55","305,45","307,05","294,86","271,33","266,59","301,09"
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)",PRODUTOR,DF,"556,67","600,00","743,04","732,27","742,86","818,64","815,45","1.000,23","1.066,59","1.130,00","1.210,00","1.183,91"
CARNE CAPRINA DIANTEIRA (kg),PRODUTOR,DF,"26,10","26,50","27,00","27,00","27,08","29,36","29,09","29,00","29,00","29,00","29,00","29,00"
CARNE CAPRINA TRASEIRA (kg),PRODUTOR,DF,"26,10","26,50","27,00","27,00","27,00","29,36","29,09","29,00","29,00","29,00","29,00","29,00"
CARÁ (20 kg),PRODUTOR,DF,"71,81","67,25","79,00","59,09","46,42","40,00","40,83","42,33","40,18","41,90","40,25","45,51"
CEBOLA (kg),PRODUTOR,DF,"1,86","2,36","2,06","2,30","1,98","1,32","1,29","1,04","1,43","1,18","1,51","2,16"
FARINHA DE MANDIOCA FINA SECA (50 kg),PRODUTOR,DF,"146,19","137,71","142,13","141,36","134,34","156,27","129,30","134,50","164,80","173,46","179,64","150,02"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,DF,"264,52","270,00","293,48","277,27","300,52","295,45","304,09","305,00","285,23","268,10","232,50","226,74"
FRANGO VIVO (un),PRODUTOR,DF,"30,00","30,00","30,00","30,00","25,05","23,36","24,00","24,00","24,68","24,71","25,00","25,00"
INHAME (20 kg),PRODUTOR,DF,"73,55","66,58","64,00","58,55","60,03","48,00","46,94","48,33","45,45","59,24","81,00","86,65"
LARANJA PERA (40.8 kg),PRODUTOR,DF,"55,11","57,09","59,96","59,72","58,08","50,82","57,86","57,09","62,56","69,75","69,90","61,99"
LEITE DE VACA IN NATURA (l),PRODUTOR,DF,"1,84","1,70","1,86","1,90","1,91","2,10","2,12","2,23","2,36","2,44","2,37","2,27"
MANGA TOMMY ATKINS (6 kg),PRODUTOR,DF,"11,43","16,83","19,08","26,89","13,20","12,44","16,20","11,44","14,83","18,37","16,36","17,11"
MARACUJÁ (12 kg),PRODUTOR,DF,"54,55","65,25","76,74","66,36","51,00","52,82","47,68","47,00","60,22","69,62","60,00","90,35"
MILHO EM GRÃOS (60 kg),PRODUTOR,DF,"70,27","72,22","73,69","78,97","87,20","83,72","82,72","88,75","85,29","79,99","78,38","77,81"
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,DF,"259,05","286,25","296,09","300,68","317,93","301,82","297,27","310,00","300,91","280,48","272,00","320,87"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,DF,"101,37","111,60","122,26","121,27","126,68","115,13","118,85","125,93","122,55","125,33","120,20","116,80"
SOJA EM GRÃOS (60 kg),PRODUTOR,DF,"146,90","154,00","160,39","160,05","170,03","159,77","159,55","166,25","165,68","166,10","159,50","152,78"
SORGO GRANÍFERO EM GRÃOS (60 kg),PRODUTOR,DF,"59,38","60,50","61,52","63,27","62,50","60,00","65,45","73,23","79,09","74,71","60,75","62,09"
SUÍNO VIVO (kg),PRODUTOR,DF,"6,75","7,01","6,71","6,27","7,12","6,84","6,86","7,14","6,91","7,37","7,01","6,97"
TANGERINA (24 kg),PRODUTOR,DF,"117,90","111,00","94,30","52,32","49,50","54,27","60,55","56,95","70,73","77,67","72,00","76,09"
TOMATE (20 kg),PRODUTOR,DF,"94,92","92,50","75,00","65,45","65,50","55,38","83,94","70,00","99,17","135,56","137,50","145,22"
"TRIGO PÃO, PH 80, TIPO 1 (60 kg)",PRODUTOR,DF,"73,67","73,50","81,25","95,45","92,50","90,45","90,00","89,75","96,91","106,81","97,25","104,57"
VACA GORDA (15 kg),PRODUTOR,DF,"239,52","262,50","271,30","281,14","280,05","281,14","282,27","281,25","279,77","260,71","255,75","284,57"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,DF,"6,25","5,84","4,99","5,35","5,38","5,03","4,38","4,14","5,63","5,16","5,49","6,11"
AÇÚCAR CRISTAL (5.00 kg),VAREJO,DF,"11,92","12,37","12,72","13,03","13,86","13,92","14,85","14,02","14,54","16,66","16,54","17,47"
BATATA INGLESA (kg),VAREJO,DF,"5,74","3,74","3,86","3,60","4,39","3,42","2,35","2,49","3,17","4,26","3,72","3,46"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,DF,"5,06","5,12","5,49","5,58","5,21","4,96","4,86","6,72","6,90","6,54","6,32","5,92"
CARNE BOVINA PONTA DE AGULHA (kg),VAREJO,DF,"17,35","18,74","18,99","19,85","21,97","23,04","21,31","20,47","21,38","20,44","19,19","18,43"
CARNE DE FRANGO CONGELADO (kg),VAREJO,DF,"6,59","6,97","6,77","6,51","6,49","7,17","7,77","8,42","8,59","9,20","8,15","8,06"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,DF,"6,48","6,24","6,03","6,08","6,57","7,06","7,35","7,62","7,77","8,27","8,47","7,68"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,DF,"18,56","16,17","18,05","12,45","14,86","16,47","14,72","12,22","10,54","11,37","10,34","10,77"
CEBOLA (kg),VAREJO,DF,"3,74","4,44","4,40","4,67","5,23","3,29","2,67","1,94","2,47","1,77","2,22","3,36"
"FARINHA DE MANDIOCA FINA TIPO 1, TORRADA (kg)",VAREJO,DF,"3,88","3,94","3,97","3,99","3,71","3,83","3,69","4,14","6,51","4,73","4,52","4,05"
FARINHA DE TRIGO COMUM (kg),VAREJO,DF,"3,60","2,99","2,79","3,19","3,60","3,46","3,28","3,57","3,72","3,52","3,76","3,41"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,DF,"5,76","6,34","6,27","6,47","6,31","6,64","6,24","6,17","6,42","6,56","6,50","6,05"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,DF,"7,87","7,92","7,97","8,29","7,85","7,99","7,13","7,17","7,24","7,04","6,97","6,95"
FLOCOS DE MILHO ENRIQUECIDO (500 g),VAREJO,DF,"1,71","1,54","1,99","1,64","1,82","2,39","2,47","2,62","1,98","2,27","2,27","2,41"
FUBÁ DE MILHO COMUM AMARELO (kg),VAREJO,DF,"2,92","2,67","2,83","2,93","3,39","3,54","3,63","3,39","3,94","3,52","3,96","3,41"
LEITE DE CABRA INTEGRAL (l),VAREJO,DF,"9,00","9,20","9,00","9,00","9,00","9,00","9,00","9,00","9,86","10,00","10,00","10,00"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,DF,"15,83","15,49","14,07","13,13","15,15","14,94","14,81","14,97","14,86","14,85","15,26","15,30"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,DF,"3,54","3,06","3,16","3,38","3,47","3,56","3,58","3,67","3,77","3,84","3,49","3,65"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg),VAREJO,DF,"5,13","4,94","5,16","5,94","6,17","4,90","5,05","5,62","5,56","5,54","5,50","4,91"
OLEO DE SOJA REFINADO (900 ml),VAREJO,DF,"7,00","6,22","6,48","6,96","7,11","7,24","7,14","7,15","8,10","7,56","7,44","7,88"
PÃO FRANCÊS (kg),VAREJO,DF,"9,18","8,87","8,59","8,50","8,56","7,08","9,13","9,69","9,99","9,93","9,99","9,99"
TOMATE (kg),VAREJO,DF,"5,52","4,39","4,08","3,69","5,09","3,37","4,13","3,54","4,42","6,04","7,81","7,77"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,ES,,,,,,,,,,"108,70","104,70","100,07"
AÇÚCAR CRISTAL (30 kg),ATACADO,ES,,,,,,,,,,"100,96","103,94","106,39"
CAFÉ ARÁBICA TIPO 7 (60 kg),ATACADO,ES,"409,11","444,24","463,74","492,92","563,34","605,36","656,33","791,70","949,59","1.064,57","1.167,88","1.294,89"
CAFÉ CONILLON TIPO 7 (60 kg),ATACADO,ES,"394,16","406,04","422,09","424,13","432,64","454,23","515,79","602,60","727,70","768,35","769,43","790,63"
CAFÉ MOÍDO E TORRADO (5 kg),ATACADO,ES,,,,,,,,,,"124,40","132,35","145,14"
CARNE DE FRANGO CONGELADO (kg),ATACADO,ES,"6,83","6,39","6,85","7,11","7,42","7,57","7,91","8,53","8,59","9,38","9,06","8,28"
CARNE DE FRANGO RESFRIADO (kg),ATACADO,ES,"6,70","6,83","7,08","7,36","7,50","7,61","7,94","8,55","8,81","8,91","8,81","8,71"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg),ATACADO,ES,"13,02","14,25","13,57","13,05","12,50","13,97","13,88","13,70","13,12","12,52","12,50","12,72"
CARNE SUÍNA PÉ (15 kg),ATACADO,ES,"109,54","113,06","102,91","114,34","107,44","109,64","107,93","108,75","110,49","112,96","109,13","106,27"
CARNE SUÍNA RESFRIADA CARCAÇA (kg),ATACADO,ES,"9,80","11,08","10,13","10,73","9,72","10,66","10,39","10,54","10,47","10,43","10,43","10,07"
FARELO DE SOJA (t),ATACADO,ES,"2.896,19","3.055,00","2.639,57","2.659,77","2.717,50","2.511,14","2.407,95","2.465,00","2.495,00","2.451,19","2.366,25","2.545,87"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (10 kg),ATACADO,ES,,,,,,,,,,"36,00","40,06","40,30"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg),ATACADO,ES,,,,,,,,,,"37,93","38,30","37,16"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,ES,,,,,,,,,,"211,13","210,15","194,87"
FLOCOS DE MILHO PRE-COZIDO (10 kg),ATACADO,ES,,,,,,,,,,,"51,71","82,87"
FUBÁ DE MILHO COMUM AMARELO (10 kg),ATACADO,ES,,,,,,,,,,"38,70","39,92","38,93"
LEITE DE VACA EM PÓ INTEGRAL (10 kg),ATACADO,ES,,,,,,,,,,"323,71","319,38","313,44"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,ES,,,,,,,,,,"49,65","45,83","44,86"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (500 g),ATACADO,ES,,,,,,,,,,"3,57","3,56","3,40"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (kg),ATACADO,ES,,,,,,,,,,"4,97","5,15","4,99"
MILHO EM GRÃOS (60 kg),ATACADO,ES,"83,21","85,88","86,24","93,82","104,13","98,27","98,00","102,90","102,81","97,57","92,63","92,39"
OLEO DE SOJA REFINADO (20 un),ATACADO,ES,,,,,,,,,,"160,96","163,95","168,84"
OVOS DE GALINHA BRANCO EXTRA (30 dz),ATACADO,ES,"96,95","120,00","125,52","124,00","117,38","120,84","123,05","130,88","122,52","122,67","117,13","113,09"
OVOS DE GALINHA VERMELHO EXTRA (30 dz),ATACADO,ES,"105,36","137,88","146,96","144,32","135,63","135,61","138,84","145,38","134,91","130,88","128,13","124,67"
SORGO GRANÍFERO EM GRÃOS (60 kg),ATACADO,ES,"79,27","80,16","83,21","90,00","100,75","92,82","87,55","95,75","95,50","90,19","87,00","86,61"
ABACAXI PÉROLA (kg),PRODUTOR,ES,"2,71","2,93","3,07","2,71","2,35","2,38","2,34","2,40","2,27","2,16","2,03","2,45"
AMÊNDOA DE CACAU (60 kg),PRODUTOR,ES,"906,67","934,50","974,78","899,09","817,50","754,09","730,00","800,00","837,37","875,71","847,00","816,96"
BANANA DA TERRA (kg),PRODUTOR,ES,"1,10","0,69","0,88","0,75","0,80","1,04","1,72","2,34","1,97","2,00","1,42","1,10"
BANANA PRATA (kg),PRODUTOR,ES,"1,39","1,39","1,23","0,98","0,93","0,81","0,74","0,81","1,16","0,98","0,81","1,21"
BATATA INGLESA (50 kg),PRODUTOR,ES,"126,62","113,75","91,52","87,05","77,50","58,18","58,41","76,25","75,26","99,76","96,25","77,39"
BATATA-DOCE (kg),PRODUTOR,ES,"2,21","2,50","1,90","1,59","1,50","1,41","1,43","1,39","1,69","2,60","2,11","1,73"
BOI GORDO (15 kg),PRODUTOR,ES,"246,00","266,12","268,48","280,03","283,04","286,64","288,81","290,31","289,29","280,73","268,51","283,49"
BORRACHA NATURAL (kg),PRODUTOR,ES,"3,50","3,50","4,30","4,30","4,30","4,30","4,75","4,80","4,80","4,80","4,90","4,93"
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)",PRODUTOR,ES,"550,95","573,75","631,74","667,95","737,50","788,64","833,64","930,00","1.023,68","1.123,81","1.230,00","1.364,78"
CAFÉ ARÁBICA TIPO 7 (60 kg),PRODUTOR,ES,"407,58","431,44","463,69","490,70","562,47","603,42","652,48","791,42","974,54","1.054,41","1.164,19","1.285,66"
CAFÉ CONILLON TIPO 7 (60 kg),PRODUTOR,ES,"392,46","406,67","424,55","426,20","438,17","455,06","517,99","601,25","750,68","760,64","766,48","794,18"
CANA DE AÇÚCAR (t),PRODUTOR,ES,"78,61","83,97","92,15","90,14","97,93","96,84","97,57","101,29","104,28","108,24","113,60","106,18"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,ES,"272,14","307,50","301,30","289,55","291,25","285,00","285,00","290,00","280,00","280,00","265,00","252,17"
FEIJÃO COMUM PRETO (60 kg),PRODUTOR,ES,"336,67","355,00","300,00","302,05","300,00","300,00","303,41","318,75","325,00","328,57","325,00","269,70"
FRANGO VIVO (kg),PRODUTOR,ES,"4,82","4,70","4,78","4,93","5,13","5,34","5,50","5,92","6,07","6,10","6,08","5,74"
INHAME (kg),PRODUTOR,ES,"1,80","1,85","1,43","1,23","1,05","1,07","1,04","1,10","1,18","1,31","1,63","1,19"
LEITE DE VACA IN NATURA (l),PRODUTOR,ES,"1,85","1,85","1,96","1,96","1,83","1,83","1,95","2,28","2,28","2,28","2,28",
MARACUJÁ AZEDO (kg),PRODUTOR,ES,"2,33","2,38","1,85","1,62","1,99","1,92","1,09","1,00",,"3,00","3,13","3,00"
MILHO EM GRÃOS (60 kg),PRODUTOR,ES,"78,95","81,10","80,95","82,39","76,85","89,71","90,81","94,04","93,44","98,49","98,87","95,77"
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,ES,"633,33","633,33","633,33","655,76","666,67","666,67","666,67","666,67","666,66","654,76","650,00","650,00"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,ES,"94,19","117,00","119,61","119,11","120,38","119,18","121,23","128,25","120,02","123,22","120,75","114,39"
PIMENTA DO REINO (kg),PRODUTOR,ES,"11,60","12,01","15,49","16,62","15,89","17,27","17,21","17,16","15,97","17,91","17,64","17,07"
PIMENTÃO VERDE (kg),PRODUTOR,ES,"1,41","1,74","2,82","2,26","2,23","2,04","3,11","4,26","3,29","4,18","2,70","3,27"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,ES,"284,00","306,70","299,80","296,73","297,04","314,10","321,25","319,05","340,42","352,38","380,72","405,66"
TANGERINA (kg),PRODUTOR,ES,,,,,"0,79","0,81","0,78","0,60",,,,
TOMATE (kg),PRODUTOR,ES,"2,97","3,28","1,91","2,15","1,88","2,33","3,52","3,69","3,34","4,89","4,81","4,53"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,"11,12","10,29","9,97","9,88","9,90","9,41","9,14","8,95","9,19","9,05","8,77","8,06"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (5 kg),VAREJO,ES,"22,03","21,43","21,25","20,87","20,79","19,98","19,25","19,09","20,48","20,34","19,37","17,31"
AÇÚCAR CRISTAL (2 kg),VAREJO,ES,"5,48","5,56","5,62","5,85","6,02","5,99","6,35","6,96","7,57","7,78","7,71","7,76"
AÇÚCAR CRISTAL (5 kg),VAREJO,ES,"12,45","12,50","12,67","13,56","13,41","13,92","14,26","15,13","16,70","17,99","18,07","18,29"
BATATA INGLESA (kg),VAREJO,ES,"6,98","5,74","4,77","4,99","4,82","3,26","3,47","3,99","5,05","5,67","5,79","4,32"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,ES,"3,08","3,01","3,13","3,41","3,56","3,66","4,14","5,10","5,89","6,26","6,53","6,63"
CARNE BOVINA COSTELA (kg),VAREJO,ES,"23,35","23,48","23,70","23,59","23,81","24,48","24,26","23,99","24,69","28,03","24,69","24,93"
CARNE DE FRANGO CONGELADO (kg),VAREJO,ES,"8,34","8,30","8,37","8,33","8,44","8,27","9,27","9,84","10,42","13,02","12,31","11,56"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,ES,"12,80","12,99","11,12","11,99","12,99","12,26","12,81","12,99","11,96","12,62","12,97","12,80"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg),VAREJO,ES,"20,15","17,27","19,45","19,78","18,44","19,60","16,10","16,79","17,26","17,79","17,28","18,01"
CEBOLA (kg),VAREJO,ES,"4,68","5,61","5,42","6,13","4,99","4,31","3,08","2,99","4,57","4,44","4,91","4,53"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,ES,"4,09","4,16","4,14","4,12","4,13","4,19","4,11","4,11","4,25","4,13","4,41","4,40"
FARINHA DE TRIGO ESPECIAL (kg),VAREJO,ES,"3,75","3,81","3,89","3,93","4,02","4,10","4,08","4,06","4,52","4,50","4,40","4,07"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,ES,"7,70","7,65","7,61","7,53","7,56","7,34","7,53","7,41","8,16","7,61","7,69","7,13"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,ES,"7,87","7,73","7,90","7,87","7,79","7,82","7,57","7,55","7,81","7,42","7,67","7,01"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,ES,"3,48","3,35","3,32","3,45","3,70","3,38","3,77","3,66","4,49","4,24","4,32","4,02"
FUBÁ DE MILHO COMUM AMARELO (kg),VAREJO,ES,"3,47","3,90","3,79","3,97","4,14","4,49","4,64","4,70","4,82","4,54","4,67","4,55"
FUBÁ DE MILHO COMUM MIMOSO (kg),VAREJO,ES,"3,11","3,07","3,17","3,19","3,57","3,74","4,15","4,24","4,38","4,21","4,26","4,30"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,ES,"3,74","3,37","3,64","3,64","3,80","4,20","4,03","4,25","4,45","4,52","4,04","3,60"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (500 g),VAREJO,ES,"3,44","3,40","3,63","3,69","3,62","3,88","3,89","4,09","4,47","4,24","4,27","4,04"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (kg),VAREJO,ES,"4,76","4,95","4,70","5,07","4,97","5,02","5,07","5,17","6,12","6,05","6,15","5,69"
OLEO DE SOJA REFINADO (900 ml),VAREJO,ES,"7,46","7,11","7,49","7,57","7,57","7,66","7,64","7,72","7,96","8,23","8,47","8,55"
PÃO FRANCÊS (kg),VAREJO,ES,"14,39","14,39",,,,,,,,"13,55","13,55",
SAL (kg),VAREJO,ES,"1,73","1,75","1,77","1,72","1,98","1,89","1,78","1,75","1,92","1,69","1,92","1,92"
TOMATE (kg),VAREJO,ES,"6,70","5,99","4,64","5,35","4,98","5,54","6,94","5,49","7,78","10,23","10,52","8,86"
ALHO NACIONAL (10 kg),ATACADO,GO,"142,62","156,48","166,25","184,71","217,50","195,45","176,36","163,75","168,18","172,38","171,25","168,48"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,GO,"134,46","133,05","132,35","133,86","130,75","126,00","122,99","127,87","125,30","122,62","116,72","114,75"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (30 kg),ATACADO,GO,"108,81","108,00","105,00","105,00","106,25","105,00","96,48","104,50","104,50","98,79","95,25","91,57"
AÇÚCAR CRISTAL (30 kg),ATACADO,GO,"77,98","79,17","78,19","79,68","83,86","88,56","88,82","90,00","95,76","100,98","104,46","107,57"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,GO,"176,85","172,44","149,17","159,27","150,08","199,21","196,69","223,14","273,58","280,77","309,77","324,02"
CARNE DE FRANGO CONGELADO (20 kg),ATACADO,GO,"144,47","140,97","118,35","125,33","145,97","166,51","157,93","174,77","180,62","172,69","179,78","174,62"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,GO,"246,75","201,33","165,06","165,99","180,65","188,28",,"192,00",,,,
CAROÇO DE ALGODÃO (t),ATACADO,GO,"1.047,62","1.100,00","1.134,78","1.200,00","1.250,00","1.400,00","1.400,00","1.400,00","1.400,00","1.447,62","1.527,27","1.800,00"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (50 kg),ATACADO,GO,"218,10","225,63","225,00","231,82","230,00",,"225,00","225,00","225,00",,,
FARINHA DE TRIGO COMUM (50 kg),ATACADO,GO,"142,96","142,79","132,55","137,86","147,50","165,19","155,81","156,73","154,87","151,43","148,68","148,20"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,GO,"212,36","213,76","202,10","196,13","195,63","200,36","186,40","190,18","184,29","178,85","176,29","172,98"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,GO,"229,79","228,42","213,84","209,76","225,23","239,31","229,84","231,32","219,58","213,00","211,39","218,49"
FLOCOS DE MILHO PRE-COZIDO (500 g),ATACADO,GO,"1,61","1,76","1,89","2,30","2,63","2,13","2,18","2,40","2,27","2,32","2,42","2,26"
FUBÁ DE MILHO COMUM AMARELO (kg),ATACADO,GO,"5,04","4,07","4,24","2,82","3,08","3,36","3,29","4,02","4,27","3,90","4,35","4,32"
FÉCULA DE MANDIOCA (25 kg),ATACADO,GO,"85,48","85,23","103,26","105,00","110,00","103,54","99,46","103,24","117,27","150,00","150,00","126,09"
LEITE DE VACA EM PÓ INTEGRAL (kg),ATACADO,GO,"33,60","33,29","29,52","29,62","30,20","28,97","27,45","30,17","30,65","30,26","30,44","29,66"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,GO,"41,49","41,13","38,47","39,51","43,07","48,53","48,91","50,85","50,37","49,92","47,63","46,10"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (500 g),ATACADO,GO,"3,28","3,03","3,64","4,91","4,49","3,03","3,80","3,60","4,14","3,87","3,73","4,00"
MILHO EM GRÃOS (60 kg),ATACADO,GO,"74,65","76,76","79,49","84,50","91,40","85,47","85,29","90,49","85,63","83,27","80,94","79,59"
OLEO DE SOJA REFINADO (20 un),ATACADO,GO,"138,14","123,60","133,46","137,80","143,61","143,65","141,55","140,88","146,98","148,30","153,61","156,92"
OVOS DE GALINHA GRANDE BRANCO (30 dz),ATACADO,GO,"135,32","141,74","135,41","131,30","148,44","157,41","158,95","160,97","149,99","140,84","131,03","134,84"
PEQUI COM CASCA (25 kg),ATACADO,GO,"27,73","27,46","27,35",,,,,,"41,85","31,74","31,25","29,69"
ABACAXI PÉROLA (un),PRODUTOR,GO,"2,33","2,30","2,21","2,19","2,23","2,12","2,07","2,04","2,03","2,06","2,03","2,28"
ALGODÃO EM PLUMA TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,GO,"140,80","158,58","164,73","165,46","169,52","165,12","165,24","171,30","180,56","198,94","205,27","210,85"
ALHO COMUM (10 kg),PRODUTOR,GO,"82,38","78,75","85,00","102,94","108,75","102,86","85,00","82,50","85,00","77,86","85,00","87,83"
ALHO ROXO NOBRE 5 (10 kg),PRODUTOR,GO,"114,76","122,50","123,70","140,00","138,75","132,86","115,00","112,50","115,00","107,86","115,00","117,83"
ALHO ROXO NOBRE COMERCIAL T5 (10 kg),PRODUTOR,GO,"82,38","87,50","91,25","110,00","106,25","102,86","85,00","82,50","85,00","77,86","85,00","87,83"
ALHO ROXO NOBRE ESPECIAL T5 (10 kg),PRODUTOR,GO,"102,38","107,50","111,25","130,00","128,75","122,86","105,00","102,50","105,00","97,86","107,00","112,83"
AMÊNDOA DE BARU (kg),PRODUTOR,GO,,,,,,,,,"28,00","29,43","30,00","30,00"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,GO,"124,73","117,37","112,94","114,56","115,09","106,02","97,00","105,83","104,87","104,37","86,93","88,38"
BANANA PRATA (20 kg),PRODUTOR,GO,"41,28","37,88","33,59","30,00","29,85","29,21","21,32","22,07","29,43","30,16","27,65","39,38"
BARU FRUTO (kg),PRODUTOR,GO,,,,,,,,,"1,50","0,50",,
BATATA INGLESA (kg),PRODUTOR,GO,"1,39","1,08","0,99",,,,,,,,,
BOI GORDO (15 kg),PRODUTOR,GO,"277,43","288,79","291,36","297,43","289,76","297,31","300,13","301,06","289,86","262,35","261,41","305,20"
BORRACHA NATURAL DRC 60% (kg),PRODUTOR,GO,"4,73","4,55","4,55","5,62","5,73","5,60","5,60","5,27","5,27","5,80","5,85","6,03"
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)",PRODUTOR,GO,"608,38","621,22","643,78","672,82","723,60","736,92","835,27","933,59","973,55","1.061,68","1.132,98","1.220,65"
CAROÇO DE ALGODÃO (t),PRODUTOR,GO,"1.046,43","1.306,25","1.217,39","1.250,00","1.335,00","1.387,50","1.372,73","1.392,50","1.394,32","1.435,72","1.523,87","1.768,48"
CEBOLA (kg),PRODUTOR,GO,"1,66","1,94","2,03","1,81","1,50","1,19",,,"1,02","1,22","1,30","1,37"
FARINHA DE MANDIOCA FINA SECA (50 kg),PRODUTOR,GO,"221,73","221,60","222,56","225,00","232,82","231,25","217,80","232,82","232,33","238,69","252,82","254,46"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,GO,"264,64","269,40","275,68","259,30","275,52","268,23","269,46","280,30","270,85","248,54","242,75","241,02"
FRANGO VIVO (kg),PRODUTOR,GO,"4,01","4,95","4,57","4,73","5,29","5,38","5,84","6,00","6,00","6,00","5,56","5,05"
GIRASSOL (60 kg),PRODUTOR,GO,,,,,,,,,"147,95","151,19","149,50","160,00"
LARANJA PERA (40.8 kg),PRODUTOR,GO,"40,80","38,74","42,31","41,20","41,96","38,98","41,08","46,13","51,30","57,11","48,16","35,30"
LEITE DE VACA IN NATURA (l),PRODUTOR,GO,"2,11","2,09","1,96","1,96","1,97","2,07","2,22","2,29","2,38","2,36","2,14","2,05"
MANGA TOMMY ATKINS (6 kg),PRODUTOR,GO,"8,14","8,97","13,76",,,,,,,,,
MARACUJÁ (12 kg),PRODUTOR,GO,"22,19","22,50","21,93","18,75","18,00","18,00","18,00","21,75","26,05","28,57","30,00","31,67"
MILHO EM GRÃOS (60 kg),PRODUTOR,GO,"70,84","72,58","75,38","80,20","85,19","76,42","79,33","86,35","80,50","78,56","72,93","73,17"
NOVILHO PARA ENGORDA (cabeça),PRODUTOR,GO,"3.500,20","3.792,08","3.744,93","3.788,97","3.650,00","3.694,70","3.782,58","3.706,25","3.648,49","3.590,08","3.537,50","3.621,02"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,GO,"117,98","148,25","153,26","145,88","143,71","129,27","138,41","141,65","142,68","133,71","130,39","125,83"
PEQUI COM CASCA (kg),PRODUTOR,GO,"0,50","0,59","0,60",,,,,,,,,"0,61"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,GO,"674,51","662,91","686,17","825,33","819,06","818,21","817,46","862,07","886,32","920,53","914,12","866,51"
SOJA EM GRÃOS (60 kg),PRODUTOR,GO,"149,97","151,98","157,43","161,72","163,65","151,58","150,77","158,91","157,10","156,10","150,99","151,22"
SORGO GRANÍFERO EM GRÃOS (60 kg),PRODUTOR,GO,"59,16","61,99","63,08","65,76","71,79","64,85","67,89","76,03","69,41","66,28","62,63","63,16"
SUÍNO VIVO (kg),PRODUTOR,GO,"7,36","7,38","7,60","7,60","6,95","7,00","6,70","7,15","7,05","7,19","6,93","6,82"
