Produto/Unidade,Nível de Comercialização,U.F.,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,MT,"18,78","18,37","17,87","17,84","17,86","18,37","17,76","17,96","18,47","17,79","18,56","17,13"
EXTRATO DE TOMATE (340 g),VAREJO,MT,"1,46","1,51","1,59","1,72","1,78","1,69","1,83","2,04","1,90",,,
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,MT,"4,91","4,92","5,16","5,33","5,42","5,71","5,75","6,05","6,18","6,26","6,39","7,18"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (kg),VAREJO,MT,"3,89","4,18","4,37","4,33","4,50","4,59","5,03","5,05","5,10","5,04","4,87","4,93"
FEIJÃO CAUPI TIPO 1 (kg),VAREJO,MT,"6,66","6,65","6,62","6,43","6,37","6,38","6,32","6,61","6,55","6,70","6,83","6,88"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,MT,"5,80","6,27","6,74","6,96","7,05","8,24","8,20","7,99","7,72","7,30","7,02","7,63"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,MT,"7,08","7,24","7,47","7,72","7,85","7,69","7,57","7,53","7,29","7,35","7,08","7,12"
FLOCOS DE MILHO ENRIQUECIDO (500 g),VAREJO,MT,"1,71","1,72","1,94","2,25","2,24","1,71","4,28","3,99","3,09","3,79","5,34","5,73"
FUBÁ DE MILHO COMUM AMARELO (kg),VAREJO,MT,,,,"3,99","3,99","3,69",,,,,,
FUBÁ DE MILHO COMUM MIMOSO (kg),VAREJO,MT,"3,98","4,11","4,12","4,45","7,70","5,99","4,68","4,73","4,70","5,03","4,75","5,47"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,MT,"11,36","11,23","12,06","11,74","12,40","13,29","14,57","19,08","17,82","17,14","16,77","16,23"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,MT,"4,42","4,43","4,94","5,37","5,51","6,01","7,19","7,49","6,52","5,94","5,73","5,42"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (500 g),VAREJO,MT,"3,61","3,81","3,75","3,65","4,01","4,64","5,05","5,02","4,88","4,86","5,10","5,14"
OLEO DE SOJA REFINADO (900 ml),VAREJO,MT,"8,01","8,43","9,63","9,83","10,04","9,69","8,12","7,23","7,25","7,06","7,71","7,57"
PÃO FRANCÊS (kg),VAREJO,MT,"13,50","13,50","14,20","14,74","15,63","16,31","14,99","15,77","15,99","15,99","15,99","15,99"
SAL (kg),VAREJO,MT,"1,59","1,48","1,60","1,62","1,66","1,82",,"2,14","2,19","2,35","2,21","2,14"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,PA,"115,91","102,05","103,93","116,66","115,22","117,49","113,87","123,67","119,14","122,45","119,21","123,79"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (30 kg),ATACADO,PA,,,,,,,,,,,"91,63",
AÇÚCAR CRISTAL (30 kg),ATACADO,PA,"110,30","113,60","113,57","120,58","119,10","114,08","120,07","121,48","121,93","119,15","116,75","118,62"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,PA,"263,73","272,62","284,30","291,10","300,92","292,19","295,44","291,70","279,22","297,38","287,03","273,30"
CARNE BOVINA DIANTEIRO COM OSSO (kg),ATACADO,PA,,,,,,,,"24,19","23,71","25,20","25,31","24,81"
CARNE DE FRANGO CONGELADO (20 kg),ATACADO,PA,"169,55","164,06","176,95","187,18","185,20","182,92","193,66","200,55","216,57","204,40","211,86","203,01"
CARNE DE FRANGO RESFRIADO (20 kg),ATACADO,PA,"204,10","201,80","205,85","206,50","207,50","210,26","211,40","220,30","218,00","226,45","229,60","231,75"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,PA,"207,92","202,47","194,78","181,38","186,29","199,97","222,80","201,68","233,96","267,17","239,30","202,55"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (30 kg),ATACADO,PA,"161,17","156,64","151,30","157,01","161,45","148,14","131,47","139,54","163,34","184,70","210,90","221,59"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (kg),ATACADO,PA,"4,26","4,38","5,16","5,67","5,74","6,20","6,30","6,56","6,37","6,32","6,41","6,39"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,PA,"170,50","181,23","181,64","191,79","191,23","185,21","175,95","166,25","160,10","153,78","144,28","130,60"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,PA,"174,41","181,59","194,52","225,47","230,83","244,45","237,23","245,00","223,07","226,78","219,20","236,78"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,PA,"189,20","198,20","216,72","240,85","233,73","219,05","203,71","195,51","194,20","188,87","186,45","200,78"
FLOCOS DE MILHO ENRIQUECIDO (15 kg),ATACADO,PA,"61,30","60,85","61,96","63,73","58,20","60,25","55,08","60,19","62,54",,,
FLOCOS DE MILHO PRE-COZIDO (15 kg),ATACADO,PA,"61,25","60,94","61,96","63,73","58,29","60,25","55,08","60,19","62,54",,,
FUBÁ DE MILHO COMUM AMARELO (kg),ATACADO,PA,"3,01","2,85","3,02","3,31","3,42","3,08","3,17","3,58","3,76","5,06","5,91","6,50"
LEITE DE VACA EM PÓ INTEGRAL (kg),ATACADO,PA,"25,63","26,26","27,92","28,99","31,09","33,06","34,31","40,19","41,27","39,10","36,25","36,21"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,PA,"52,20","53,88","56,57","62,74","63,30","70,31","72,67","88,25","92,42","82,93","77,00","75,78"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (10 kg),ATACADO,PA,"86,55","86,27","88,03","94,35","93,90","95,80","100,02","111,61","126,95","128,20","111,83","104,06"
MILHO EM GRÃOS (60 kg),ATACADO,PA,"86,01","88,24","91,07","90,14","87,75","85,13","80,69","79,37","81,08","82,65","83,86","85,16"
OLEO DE SOJA REFINADO (20 un),ATACADO,PA,"168,55","167,64","192,19","211,24","207,97","202,46","200,96","180,99","173,94","164,32","166,35","173,39"
OVOS DE GALINHA GRANDE BRANCO (30 dz),ATACADO,PA,"16,78","17,28","19,68","22,22","20,90","19,23","19,14","19,27","23,73","25,24","24,55","20,42"
POLPA DE CAJÚ (kg),ATACADO,PA,"7,00","6,61","6,00","6,24","7,00","7,00","7,00","7,00","7,00","7,83","8,00","8,00"
ABACAXI PÉROLA (un),PRODUTOR,PA,"1,75","1,35","1,04","1,20","1,40","1,00","0,95","0,95","1,00","1,00","1,29","1,67"
AMÊNDOA DE ANDIROBA (kg),PRODUTOR,PA,"0,75","0,75","0,71","0,75","0,77","0,80","0,80",,,,"1,40","1,54"
AMÊNDOA DE CACAU (kg),PRODUTOR,PA,"14,13","14,11","12,14","11,47","10,91","10,84","11,56","11,30","11,10","11,00","11,69","12,61"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,"100,00","106,22","108,15","108,15","105,10","104,91","107,33","99,07","103,20","102,68","110,20","114,04"
AÇAÍ FRUTO (kg),PRODUTOR,PA,"3,40","3,75","4,74","6,19","6,10","5,19","3,50","2,68","3,08","3,00","2,58","2,30"
BOI GORDO (15 kg),PRODUTOR,PA,"291,36","285,17","287,92","286,32","281,10","277,28","280,74","279,32","266,24","259,58","254,00","256,86"
BORRACHA CERNAMBI VIRGEM PRENSADO (kg),PRODUTOR,PA,"3,00","3,00","3,00","3,00","3,00","3,00","3,00",,,"2,90","2,87","2,44"
BURITI FRUTO (kg),PRODUTOR,PA,,,,,"1,50","1,50","1,41",,,"1,10","1,23","1,17"
CASTANHA DO BRASIL EM CASCA (kg),PRODUTOR,PA,"4,84","5,49","6,48","6,11","5,56","6,16",,,,,"5,19","5,00"
FARINHA DE MANDIOCA MÉDIA SECA (60 kg),PRODUTOR,PA,"245,63","233,29","198,18","190,48","202,19","212,73","236,21","281,77","315,56","346,88","394,89","430,29"
FEIJÃO CAUPI (60 kg),PRODUTOR,PA,"294,03","303,79","323,95","318,92","318,13","334,78","313,74","330,00","312,12","338,62","332,45","336,43"
FRANGO VIVO (kg),PRODUTOR,PA,"5,92","5,64","6,61","7,16","6,56","6,39","6,46","6,69","6,65","6,73","6,83","6,87"
LARANJA PERA (t),PRODUTOR,PA,"750,00","874,21","880,43","814,29","582,50","434,09","361,90","358,70","400,00","450,00","539,09","797,27"
LEITE DE VACA IN NATURA (l),PRODUTOR,PA,"1,38","1,38","1,38","1,40","1,44","1,58","1,74","1,93","2,03","2,02","2,04","1,95"
MILHO EM GRÃOS (60 kg),PRODUTOR,PA,"82,66","85,52","86,57","86,09","83,86","81,58","79,92","78,75","81,53","80,79","81,23","82,20"
MURUMURU FRUTO (kg),PRODUTOR,PA,,,,,,,"1,50","1,50","1,48","1,40","1,40","1,31"
OVOS DE GALINHA GRANDE BRANCO (dz),PRODUTOR,PA,"4,29","4,98","5,40","5,73","5,48","5,42","5,76","5,55","5,71","5,74","5,67","5,65"
PIMENTA DO REINO (kg),PRODUTOR,PA,"17,44","17,54","17,65","17,20","16,13","15,49","13,84","12,49","12,22","10,91","10,29","9,76"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,PA,"424,81","413,51","385,41","410,02","424,53","440,31","474,21","505,38","429,44","489,49","615,73","722,22"
SOJA EM GRÃOS (60 kg),PRODUTOR,PA,"169,78","183,42","196,74","181,19","183,25","180,00","178,67","173,63","174,73","174,23","174,60","169,71"
VACA GORDA (15 kg),PRODUTOR,PA,"284,88","280,98","282,18","280,80","276,81","272,98","276,89","270,49","257,76","251,35","244,57","246,68"
ÓLEO DE MURUMURU (kg),PRODUTOR,PA,"33,50",,,,,,"67,20",,,"67,20","67,20","67,20"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,PA,"4,26","4,00","3,89","4,10","4,16","4,22","4,15","4,28","3,94","4,22","4,15","4,14"
AÇÚCAR CRISTAL (kg),VAREJO,PA,"3,87","4,05","4,10","4,20","4,22","4,08","4,33","4,19","4,09","4,02","4,09","4,03"
BATATA INGLESA (kg),VAREJO,PA,"4,53","4,69","6,24","7,28","8,29","7,60","7,01","5,56","5,21","6,30","7,06","6,85"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,PA,"6,98","7,27","7,56","7,59","7,72","7,55","7,67","7,26","6,86","7,14","7,37","6,88"
CARNE DE FRANGO CONGELADO (kg),VAREJO,PA,"9,20","9,04","9,20","9,73","9,66","9,49","10,01","10,05","12,16","10,47","10,24","10,03"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,PA,"10,62","10,61","10,82","10,98","10,82","10,81","11,02","11,42","11,22","11,96","11,75","11,92"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg),VAREJO,PA,"17,60","17,93","17,53","15,89","17,94","18,43","18,77","19,89","21,79","22,81","21,32","17,44"
CEBOLA (kg),VAREJO,PA,"4,46","4,39","5,38","5,68","6,71","6,17","5,39","5,69","6,52","7,14","8,54","10,32"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,PA,"5,13","5,07","4,99","5,13","5,23","4,96","4,75","5,67","5,70","6,58","7,21","7,61"
FARINHA DE MANDIOCA MÉDIA TIPO 2 D ÁGUA (kg),VAREJO,PA,"5,42","5,24","5,31","5,56","5,57","5,08","4,69","5,47","5,84","6,33","6,98","7,90"
FARINHA DE TRIGO COMUM (kg),VAREJO,PA,"4,07","4,19","4,97","5,52","5,57","5,87","5,76","6,50","6,54","6,58","6,47","6,29"
FEIJÃO CAUPI TIPO 1 (kg),VAREJO,PA,"5,90","6,33","6,53","6,64","6,72","6,57","6,29","5,67","5,55","5,19","4,91","4,55"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,PA,"6,07","6,47","6,96","7,87","8,14","8,42","8,09","8,15","7,48","7,70","7,37","8,22"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,PA,"6,68","6,84","7,44","8,28","8,16","7,37","7,08","6,72","6,54","6,24","6,19","6,93"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,PA,"2,16","2,11","2,10","2,13","2,22","2,31","2,17","2,20","2,09","2,20","2,12","2,04"
FUBÁ DE MILHO COMUM MIMOSO (500 g),VAREJO,PA,"3,00","3,19","3,76","4,10","4,22","3,90","3,20","3,47","3,56","3,41","3,41","3,29"
LEITE DE VACA EM PÓ INTEGRAL (200 g),VAREJO,PA,"5,30","5,36","5,65","6,11","6,33","6,84","7,41","8,28","7,78","7,90","7,40","7,55"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,PA,"4,46","4,57","4,73","5,35","5,63","6,19","6,51","8,17","7,70","6,86","6,46","6,49"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (500 g),VAREJO,PA,"2,95","3,08","3,18","3,29","3,20","3,09","3,32","3,81","3,88","4,04","4,00","4,17"
OLEO DE SOJA REFINADO (900 ml),VAREJO,PA,"8,83","8,73","9,67","10,80","10,72","10,51","10,29","9,10","8,59","8,19","8,35","8,68"
PÃO FRANCÊS (kg),VAREJO,PA,"12,08","12,52","13,46","13,85","13,99","14,64","14,30","14,66","13,57","15,09","14,42","13,53"
SAL (kg),VAREJO,PA,"1,09","1,06","1,10","1,18","1,15","1,08","1,07","1,50","1,78","1,99","1,92","1,99"
TOMATE (kg),VAREJO,PA,"8,05","8,10","9,64","12,65","10,81","9,40","7,13","7,20","6,45","6,64","7,34","9,02"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,PB,"116,64","105,87","110,43","117,86","120,13","138,51","132,46","145,21","165,69","152,56","146,81","147,02"
AÇÚCAR CRISTAL (30 kg),ATACADO,PB,"93,55","91,89","94,48","110,00","107,83","116,78","115,72","117,03","115,13","107,28","111,82","112,30"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,PB,"277,20","260,55","278,39","295,00","298,90","318,12","314,30","310,34","328,96","303,60","308,13","298,00"
CARNE BOVINA DIANTEIRO COM OSSO (kg),ATACADO,PB,"27,49","28,71","30,20","29,32","28,43","28,00","27,02","27,47","27,90","27,90","27,50","27,50"
CARNE BOVINA PONTA DE AGULHA (kg),ATACADO,PB,"26,84","28,02","29,66","29,02","28,74","28,96","28,95","28,90","28,90","28,90","29,00","29,00"
CARNE DE FRANGO CONGELADO (20 kg),ATACADO,PB,"184,75","164,14","175,61","192,83","197,75","206,41","211,38","225,45","236,94","207,95","200,75","202,00"
FARINHA DE MANDIOCA FINA TIPO 1 SECA (25 kg),ATACADO,PB,"70,46","70,54","75,35","85,62","88,14","101,83","104,95","112,74","118,00","112,21","119,25","120,80"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg),ATACADO,PB,"32,90","29,98","33,82","36,95","38,59","46,17","49,00","52,00","52,56","53,11","54,70","55,25"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,PB,"188,75","174,53","188,15","222,26","226,33","241,76","245,57","237,90","249,60","229,13","223,37","219,00"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,PB,"185,81","181,54","222,96","236,29","231,23","254,93","287,33","279,82","272,91","249,45","239,37","230,00"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,PB,"181,13","193,08","226,30","229,93","221,38","249,91","258,11","240,94","239,76","214,80","219,62","215,00"
FLOCOS DE MILHO ENRIQUECIDO (15 kg),ATACADO,PB,"43,09","42,00","43,50","44,57","43,43","49,68","49,82","51,33","52,90","49,90","53,50","53,50"
FLOCOS DE MILHO PRE-COZIDO (15 kg),ATACADO,PB,"43,04","42,08","43,50","44,57","43,64","49,68","49,82","51,33","52,90","50,07","53,50","53,50"
FUBÁ DE MILHO COMUM AMARELO (10 kg),ATACADO,PB,"38,15","38,26","40,81","41,48","37,81","41,35","41,80","43,04","44,00","44,75","47,00","47,00"
LEITE DE VACA EM PÓ INTEGRAL (10 kg),ATACADO,PB,"296,19","313,42","319,13","326,55","332,42","332,35","347,73","389,27","416,73","372,52","374,00","374,00"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,PB,"46,18","43,34","43,71","45,21","50,43","58,66","66,25","78,42","83,61","80,21","77,52","76,00"
LEITE DE VACA PASTEURIZADO TIPO C (12 l),ATACADO,PB,"45,89","41,94","42,13","42,13","42,85","44,19","48,04","50,94","52,00","52,00","54,00","54,00"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (15 kg),ATACADO,PB,"84,00","77,91","72,13","78,10","78,43","82,50","82,50","90,30","104,00","98,00","107,80","107,80"
MILHO EM GRÃOS (50 kg),ATACADO,PB,"75,61","77,86","80,06","78,98","77,79","76,82","74,77","73,42","73,42","74,89","74,06","72,46"
MILHO EM GRÃOS (60 kg),ATACADO,PB,"90,74","93,49","96,06","94,72","93,20","92,13","89,72","88,10","88,10","89,96","88,96","87,02"
OLEO DE SOJA REFINADO (20 un),ATACADO,PB,"167,94","169,11","173,04","179,24","194,68","217,58","208,52","189,22","182,77","166,36","175,15","177,11"
OVOS DE GALINHA GRANDE BRANCO (20 dz),ATACADO,PB,"92,06","90,84","101,61","122,83","116,75","119,50","125,29","136,78","142,68","145,00","156,00","156,00"
ABACAXI PÉROLA (un),PRODUTOR,PB,"1,90","1,92","2,22","2,22","2,02","1,98","1,99","2,02","1,98","1,96","2,06","2,35"
AMENDOIM EM CASCA (25 kg),PRODUTOR,PB,"210,00",,,,,,"189,00","180,46","155,00","155,00","155,00","155,00"
ARROZ EM CASCA VERMELHO (60 kg),PRODUTOR,PB,"150,00","131,84","121,74","132,62","153,75","165,00","160,43","142,02","145,44","147,50","150,00","150,00"
BANANA PACOVAN (1000 un),PRODUTOR,PB,"156,00","199,53","197,50","192,15","190,00","166,18","147,62","149,57","169,09","170,00","170,00","170,00"
BATATA INGLESA (kg),PRODUTOR,PB,"4,01","4,27","4,50","4,31","4,19","4,00","4,00",,,,,
BATATA-DOCE AMARELA (kg),PRODUTOR,PB,"2,74","2,80","2,75","2,61","2,26","2,49","2,50","2,53","2,55","2,40","2,46","2,49"
BOI GORDO (15 kg),PRODUTOR,PB,"311,90","313,75","315,00","312,62","310,00","310,00","310,00","303,91","292,50","285,00","285,00","281,59"
CANA DE AÇÚCAR (t),PRODUTOR,PB,"176,01","171,06","167,39","167,30","176,33","181,98","181,95","183,77","168,30","158,32","154,64","161,49"
CARNE CAPRINA CARCAÇA (kg),PRODUTOR,PB,"20,50","20,50","21,09","22,48","22,50","23,00","23,00","23,00","23,45","25,00","25,00","25,00"
CARÁ SÃO TOMÉ (kg),PRODUTOR,PB,"3,96","3,91","3,98","4,00","4,00","4,00","4,00","4,00","3,86","3,60","3,60","3,60"
CASTANHA DE CAJU EM CASCA (kg),PRODUTOR,PB,"5,69",,,,,,,,,,"4,76","5,04"
FARINHA DE MANDIOCA MÉDIA SECA (50 kg),PRODUTOR,PB,"117,50","108,68","114,30","123,26","125,00","133,24","135,00","135,00","135,00","135,00","148,55","177,36"
FAVA ORELHA DE VÓ (kg),PRODUTOR,PB,"10,00","10,00","11,65","12,00","12,00","12,82","13,00","13,00","13,00","13,00","12,84","12,22"
FEIJÃO CAUPI (60 kg),PRODUTOR,PB,"305,04",,,,,"300,00","300,00","296,52","290,00","290,00","290,00","290,00"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,PB,,,,,,"378,00","378,00","378,00","378,00","378,00","378,00","378,00"
FRANGO VIVO (kg),PRODUTOR,PB,"5,48","5,49","5,71","6,11","6,43","7,05","7,05","7,05","7,34","7,00","7,05","6,88"
INHAME DA COSTA (kg),PRODUTOR,PB,"5,04","4,83","4,91","4,92","5,03","5,26","5,50","5,57","5,54","5,20","5,20","5,20"
LEITE DE CABRA IN NATURA (l),PRODUTOR,PB,"2,57","2,57","2,61","2,62","2,62","2,68","2,70","2,91","3,15","3,15","3,16","3,19"
LEITE DE VACA IN NATURA (l),PRODUTOR,PB,"1,88","1,91","1,93","1,93","1,95","2,16","2,22","2,39","2,56","2,58","2,58","2,58"
MANGABA FRUTO (kg),PRODUTOR,PB,"1,77","1,74","1,54","1,53","1,54","1,58",,,,,,"1,63"
MEL DE ABELHA (kg),PRODUTOR,PB,"19,83","19,70","22,86","24,46","24,33","22,94","18,12","15,32","14,93","15,00","15,59","16,68"
MILHO EM GRÃOS (60 kg),PRODUTOR,PB,,,,,,,"102,90","99,63","93,50","93,50","94,73","95,00"
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,PB,"293,00","296,61","300,00","303,33","300,50","300,00","300,00","302,61","307,50","300,00","287,73","281,59"
OVOS DE GALINHA GRANDE BRANCO (dz),PRODUTOR,PB,"4,03","4,05","4,26","4,50","4,49","4,80","4,80","4,87","5,00","5,50","5,50","5,36"
POLVILHO (50 kg),PRODUTOR,PB,"203,75","190,79","214,87","249,61","250,00","250,00","250,00","256,96","270,00","270,00","284,77","260,91"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,PB,"500,00","539,47","647,83","750,00","675,00","600,00","600,00","600,00","600,00","600,00","608,18","696,36"
SISAL EM BRUTO TIPO 2 (kg),PRODUTOR,PB,"3,55","3,60","3,60","3,60","3,60","3,60","3,60","3,60","3,60","3,60","3,60","3,60"
UMBU FRUTO (25 kg),PRODUTOR,PB,"9,90","10,00","11,00","11,00","11,17",,,,,,,
UVA DE MESA ISABEL (kg),PRODUTOR,PB,"4,96","4,96","4,88","5,01","4,99","3,83","2,92","2,73","2,89","3,00","3,04","3,10"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,PB,"4,56","4,21","4,20","4,67","5,01","6,28","5,09","5,00","5,56","5,13","5,47","5,57"
AÇÚCAR CRISTAL (kg),VAREJO,PB,"3,34","3,75","3,63","3,75","4,01","4,59","4,09","4,12","4,46","4,26","4,31","4,02"
BATATA INGLESA (kg),VAREJO,PB,"6,53","7,43","7,93","8,37","6,97","6,64","5,99","5,17","5,11","6,09","6,87","6,79"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,PB,"7,04","6,94","6,98","7,59","8,10","8,83","8,65","8,61","8,68","7,86","7,88","7,97"
CARNE BOVINA CHARQUE PA CRAY-O-VAC (500 g),VAREJO,PB,"21,34","19,54","19,20","19,08","20,09","22,45","22,96","23,34","22,68","21,04","21,02","21,15"
CARNE BOVINA PONTA DE AGULHA (kg),VAREJO,PB,"28,93","28,30","29,98","30,36","29,91","29,90","29,68","31,56","31,99","30,28","30,24","30,43"
CARNE DE FRANGO CONGELADO (kg),VAREJO,PB,"10,21","12,26","11,97","10,66","11,47","13,03","12,40","13,18","13,62","12,25","12,56","12,88"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,PB,"11,21","13,22","12,97","11,36","12,01","13,53","12,98","13,63","14,20","12,74","12,98","13,30"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,PB,"16,55","17,43","18,40","18,92","18,76","19,50","16,50","17,06","18,72","19,82","19,72","19,68"
CEBOLA (kg),VAREJO,PB,"3,68","4,64","5,91","6,40","6,26","5,81","5,10","4,95","5,25","6,10","7,26","7,90"
EXTRATO DE TOMATE (340 g),VAREJO,PB,"3,78","3,73","3,49","3,80","3,57","3,58","3,58","3,59","3,59","3,35","3,20","3,21"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,PB,"3,23","3,88","3,66","3,86","4,59","5,96","5,39","5,13","5,60","6,33","6,79","6,72"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (kg),VAREJO,PB,"3,79","3,97","4,00","4,36","5,17","6,19","6,10","6,26","6,56","6,68","6,88","6,98"
FARINHA DE TRIGO ESPECIAL (kg),VAREJO,PB,"4,07","4,09","4,22","4,57","5,45","6,37","6,46","6,73","6,99","6,88","7,08","7,18"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,PB,"1,79","1,88","1,94","1,90","1,76","1,85","1,87","1,89","1,89","1,76","2,02","2,01"
FUBÁ DE MILHO COMUM AMARELO (500 g),VAREJO,PB,"2,70","2,83","2,86","2,92","2,80","2,78","2,78","2,78","2,78","2,56","2,64","2,65"
FUBÁ DE MILHO COMUM MIMOSO (500 g),VAREJO,PB,"2,95","2,96","2,97","3,10","3,09","3,95","3,99","3,99","4,02","4,35","4,65","4,70"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,PB,"13,98","15,26","16,01","17,32","16,19","15,67","15,75","16,47","17,46","17,27","17,70","17,66"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,PB,"4,48","3,91","4,01","4,61","4,54","5,66","7,06","7,89","7,95","7,83","7,99","7,92"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (500 g),VAREJO,PB,"3,50","3,29","2,76","3,06","3,71","3,80","3,80","3,63","3,51","3,65","4,04","4,17"
OLEO DE SOJA REFINADO (900 ml),VAREJO,PB,"8,82","8,77","9,07","10,02","11,42","12,71","11,81","10,60","10,40","8,86","8,98","9,72"
PÃO FRANCÊS (kg),VAREJO,PB,"11,42","11,96","11,97","11,94","11,58","12,86","12,28","11,99","11,99","12,25","12,99","13,20"
SAL (kg),VAREJO,PB,"1,66","1,68","1,60","1,69","1,72","1,99","1,99","1,99","1,99","1,81","1,77","1,79"
TOMATE (kg),VAREJO,PB,"6,20","7,98","8,67","8,64","7,05","6,76","5,04","4,22","3,99","3,62","3,69","3,77"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,PE,"95,00","104,02","111,79","113,41","115,95","115,65","114,72","113,72","107,66","111,08","115,86","123,59"
AÇÚCAR CRISTAL (30 kg),ATACADO,PE,"103,26","103,72","103,36","105,23","104,13","108,71","104,40","104,09","102,64","98,63","93,71","92,54"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,PE,"269,63","280,26","280,35","285,05","286,26","305,81","299,48","300,00","277,05","270,00","260,91","258,74"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),ATACADO,PE,"2,90","2,95","3,31","3,29","3,25","3,50","3,66","3,78","3,85","3,90","4,05","4,19"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg),ATACADO,PE,"40,29","41,35","42,81","47,80","50,71","51,13","53,83","53,17","53,52","55,08","54,49","53,60"
FEIJÃO CAUPI TIPO 1 (60 kg),ATACADO,PE,"360,75","375,21","392,53","414,26","407,25","401,23","385,38","377,70","355,00","357,00","349,82","391,18"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,PE,"185,19","192,42","202,76","220,93","233,20","268,27","253,29","239,78","220,43","218,54","213,06","236,11"
FLOCOS DE MILHO PRE-COZIDO (10 kg),ATACADO,PE,"36,26","36,41","37,04","37,09","37,01","37,08","37,88","42,15","44,45","38,71","37,36","37,00"
FUBÁ DE MILHO COMUM AMARELO (10 kg),ATACADO,PE,"30,53","30,63","33,59","33,49","33,10","33,04","33,81","37,02","39,23","38,00","34,55","34,00"
LEITE DE VACA EM PÓ INTEGRAL (10 kg),ATACADO,PE,"254,29","250,00","246,59","245,55","245,25","246,09","266,43","305,43","351,14","354,18","321,14","316,48"
LEITE DE VACA LONGA VIDA INTEGRAL (l),ATACADO,PE,"4,15","3,73","3,55","3,68","3,97","4,63","5,23","6,35","6,77","5,62","5,49","5,17"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (10 kg),ATACADO,PE,"83,63","89,50","76,05","69,40","67,62","66,54","67,95","69,52","76,98","85,59","89,36","91,00"
MILHO EM GRÃOS (60 kg),ATACADO,PE,"92,43","99,47","96,39","94,90","90,91","90,36","93,43","91,54","92,70","86,50","80,59","83,09"
