Produto/Unidade,Nível de Comercialização,U.F.,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022
OVOS DE GALINHA GRANDE BRANCO (30 un),ATACADO,CE,"14,23","14,05","14,57","15,07","15,75","16,86","17,00","17,07","17,43","17,95","18,11","17,67"
POLPA DE AÇAÍ MÉDIA (kg),ATACADO,CE,"17,25","18,00","18,00","18,44","16,59","16,36","18,00","18,09","17,95","18,00","17,24","17,08"
ABACAXI PÉROLA (un),PRODUTOR,CE,"3,00",,,,,,,,"5,00","5,00","5,00","5,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,CE,,,,,,,,"60,00","60,00","60,13","60,50",
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,CE,"69,00","66,00","75,33",,,,"87,00","85,30","84,00","84,00","84,00","84,00"
AZEITE DE BABAÇU (l),PRODUTOR,CE,"25,00","25,00","25,00","25,24","26,00","26,00","26,00","26,00","26,00","26,00","26,00","28,28"
AZEITE DE MACAÚBA (l),PRODUTOR,CE,"30,00","30,00","31,96","35,00","35,00","35,00","35,00","35,00","35,00","35,00","35,00","39,55"
BANANA PACOVAN (20 kg),PRODUTOR,CE,"18,00","19,00","19,83","20,00","20,75","23,09","22,05","22,22","22,91","24,67","24,00","24,68"
BANANA PRATA (20 kg),PRODUTOR,CE,"17,26","17,73","19,58","20,71","21,12","22,25","21,83","22,25","23,07","23,94","24,01","23,47"
BOI VIVO (kg),PRODUTOR,CE,"9,25","9,33","9,11","8,87","9,04","8,90","9,06","9,43","9,18","9,22","9,02","9,07"
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)",PRODUTOR,CE,,,,,,,"1.236,43","1.270,00","1.426,82","1.350,00",,
CANA DE AÇÚCAR (t),PRODUTOR,CE,"176,38","177,70","182,33","184,61","186,18","187,32","186,61","188,38","193,50","194,26","194,26","194,86"
CARNE CAPRINA CARCAÇA (kg),PRODUTOR,CE,"15,00","14,74","15,04","15,32","15,83","16,00","16,00","16,02","16,17","19,96","20,39","20,23"
CASTANHA DE BABAÇU AMÊNDOA (kg),PRODUTOR,CE,"4,00","4,00","4,00","4,00","4,00",,"4,00","5,00","5,00","5,00","5,00","5,00"
CASTANHA DE CAJU EM CASCA (kg),PRODUTOR,CE,"5,21","5,70","5,81","5,79","6,44","6,78","7,17",,,"4,57","4,34","4,31"
"CERA DE CARNAÚBA BRUTA, ARENOSA, COLORAÇÃO CINZA (15 kg)",PRODUTOR,CE,"255,00","217,50","226,09","230,00","230,00","230,00","230,00","231,30","241,02","240,00","234,00","203,33"
"CERA DE CARNAÚBA BRUTA, GORDA, COLORAÇÃO MARROM ESCURA À PRETA (15 kg)",PRODUTOR,CE,"284,58","283,27","296,09","300,00","300,00","300,00","309,52","298,67","300,82","300,00","296,36","290,00"
"CERA DE CARNAÚBA BRUTA, OLHO, COLORAÇÃO AMARELA (15 kg)",PRODUTOR,CE,"746,98","727,46","736,04","727,59","723,71","716,54","728,97","718,58","729,77","722,62","693,19","597,39"
COCO DE BABAÇU (kg),PRODUTOR,CE,"0,16","0,16","0,16","0,16","0,16","0,16","0,16","0,16","0,16","0,16","0,16","0,16"
FARINHA DE MANDIOCA FINA SECA (50 kg),PRODUTOR,CE,"122,50","122,63","154,35","165,24","146,25","145,91","142,86","118,26","117,27","120,00","127,89","150,00"
FAVA D ANTA (kg),PRODUTOR,CE,,,,,"0,70","1,18","1,45","1,30","1,30",,,
FEIJÃO CAUPI (60 kg),PRODUTOR,CE,,,,,"273,15","273,27","273,20","269,00","269,64","269,60",,
FEIJÃO COMUM CORES (60 kg),PRODUTOR,CE,,,,,"323,50","323,66","324,05","325,33","329,77","330,00",,
FRANGO VIVO (kg),PRODUTOR,CE,"4,70","4,65","4,72","4,59","4,63","4,66","4,62","4,84","4,89","4,78","4,78","4,89"
LEITE DE CABRA IN NATURA (l),PRODUTOR,CE,"2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00",,,,
LEITE DE VACA IN NATURA (l),PRODUTOR,CE,"1,94","1,89","1,85","1,84","1,90","1,91","2,03","2,46","2,52","2,44","2,36","2,30"
MACAÚBA FRUTO (kg),PRODUTOR,CE,"0,61","0,41","0,39","0,38","0,44","0,60",,,,,,"0,40"
MAMONA EM BAGA (60 kg),PRODUTOR,CE,,,,,,,,,"136,50","136,50","136,96","160,00"
MARACUJÁ (18 kg),PRODUTOR,CE,"21,00","21,71","23,02","23,10","37,88","56,71","58,93","56,25","53,59","55,84","57,05","59,66"
MILHO EM GRÃOS (60 kg),PRODUTOR,CE,,,,,,,"79,91","79,77","83,56","84,66",,
OVOS DE GALINHA GRANDE BRANCO (30 un),PRODUTOR,CE,"9,68","9,45","9,43","9,51","9,55","9,61","9,62","9,74","9,77","9,63","9,80","9,78"
PEQUI COM CASCA (kg),PRODUTOR,CE,"0,63","0,76","2,00",,,,,,,,,
POLVILHO (kg),PRODUTOR,CE,"4,98","5,05","5,47","5,36","5,10","5,52","6,36","6,07","5,91","6,00","6,28","6,60"
PÓ CERÍFERO DE CARNAÚBA TIPO A (kg),PRODUTOR,CE,"40,75","38,00","38,00","38,00","37,75","37,41","39,90","38,08","38,05","37,67","36,59","33,55"
PÓ CERÍFERO DE CARNAÚBA TIPO B (kg),PRODUTOR,CE,"10,88","10,55","10,80","11,00","11,00","11,00","11,19","10,92","11,06","11,00","10,73","10,50"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,CE,"410,38","435,22","474,61","479,21","474,63","473,25","487,62","480,46","499,93","573,98","546,63","607,34"
TANGERINA (24 kg),PRODUTOR,CE,,,,,"27,97","36,54","46,14","44,95","39,27","44,95","71,36","73,80"
TOMATE (kg),PRODUTOR,CE,"2,49","2,41","2,53","2,10","2,72","3,21","2,64","2,21","1,60","2,45","2,89","4,15"
ÓLEO DE PEQUI (l),PRODUTOR,CE,"92,50","93,29","104,13","114,53","107,50","112,50","112,50","112,50","112,50","112,50","108,55","100,34"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,CE,"5,11","5,26","5,43","5,56","5,58","5,19","5,40","5,42","5,31","5,30","5,25","5,51"
AÇÚCAR CRISTAL (kg),VAREJO,CE,"4,27","4,29","4,47","4,55","4,66","4,84","5,02","5,14","4,63","4,74","4,85","4,60"
BATATA INGLESA (kg),VAREJO,CE,"6,56","7,54","8,65","9,62","9,15","7,43","7,26","6,25","5,92","7,52","7,17","7,07"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,CE,"8,04","8,25","8,36","8,45","8,90","8,65","8,73","8,77","8,69","8,66","8,86","8,88"
CARNE BOVINA CHARQUE PA CRAY-O-VAC (500 g),VAREJO,CE,"21,80","21,93","23,62","23,84","23,32","22,53","23,55","23,21","22,81","23,08","24,03","23,29"
CARNE BOVINA CHARQUE PA MANTA (kg),VAREJO,CE,"38,00","41,68","45,00","45,00","45,00","47,59","48,00","48,00","48,00","48,00","48,00","48,00"
CARNE BOVINA DIANTEIRO COM OSSO (kg),VAREJO,CE,"25,96","26,98","26,43","27,23","27,59","27,34","27,72","27,62","27,14","27,49","30,13","27,23"
CARNE BOVINA TRASEIRO SEM OSSO (kg),VAREJO,CE,"44,45","44,11","43,91","46,12","43,21","43,81","44,11","45,55","45,55","45,25","45,98","45,60"
CARNE DE FRANGO CONGELADO (kg),VAREJO,CE,"11,50","11,61","11,39","11,74","11,94","11,75","11,34","11,39","12,03","13,19","12,87","12,84"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,CE,"10,46","10,99","11,66","11,76","11,59","11,74","11,82","12,06","12,64","13,01","12,79","13,08"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,CE,"24,76","22,81","23,54","23,90","23,79","24,30","24,47","24,50","25,67","26,65","25,28","25,14"
CEBOLA (kg),VAREJO,CE,"5,68","5,92","6,25","7,04","7,87","7,23","7,29","7,55","8,01","8,05","8,64","9,77"
EXTRATO DE TOMATE (340 g),VAREJO,CE,"5,75","5,90","6,20","6,47","6,42","6,54","6,74","6,98","7,79","8,27","6,89","6,72"
FARINHA DE MANDIOCA FINA TIPO 1 D ÁGUA E MISTA (kg),VAREJO,CE,"6,19","6,55","6,27","6,86","7,12","6,32","6,96","6,90","7,18","6,90","6,84","7,09"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,CE,"4,60","4,98","4,85","5,48","4,98","4,95","4,96","5,13","4,82","5,34","5,55","5,69"
FARINHA DE TRIGO COMUM (kg),VAREJO,CE,"5,25","5,11","5,41","5,62","5,55","5,74","5,90","6,45","6,44","6,67","6,56","6,50"
FARINHA DE TRIGO ESPECIAL (kg),VAREJO,CE,"6,07","6,06","6,26","6,57","6,17","6,42","6,93","8,11","9,00","9,33","8,88","10,13"
FEIJÃO CAUPI TIPO 1 (kg),VAREJO,CE,"8,37","8,52","7,73","7,54","7,87","7,32","7,21","7,45","7,07","7,29","7,60","7,65"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,CE,"7,59","8,22","7,82","8,61","9,52","9,47","9,70","9,20","9,52","9,50","9,28","9,22"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,CE,"8,31","8,46","8,66","9,46","10,04","9,14","8,99","8,91","8,66","8,48","8,13","8,46"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,CE,"2,10","2,16","2,18","2,25","2,27","2,13","2,14","2,17","2,22","2,22","2,21","2,24"
FUBÁ DE MILHO COMUM AMARELO (500 g),VAREJO,CE,"1,83","1,91","1,88","1,97","1,87","1,87","1,90","1,87","1,90","1,90","1,90","1,88"
FUBÁ DE MILHO COMUM MIMOSO (kg),VAREJO,CE,"5,90","5,64","5,63","6,11","5,87","7,01","7,76","7,84","10,25","10,35","10,88","10,85"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,CE,"17,75","17,39","17,83","17,54","18,50","18,60","18,52","20,62","21,58","21,37","21,06","21,44"
LEITE DE VACA TIPO C (l),VAREJO,CE,"4,19","4,49","4,48","4,56","4,63","4,34","4,44","4,94","4,88","4,94","4,75","4,70"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (500 g),VAREJO,CE,"3,79","3,88","3,70","4,10","4,03","3,66","3,75","4,29","4,29","4,21","4,20","4,26"
OLEO DE SOJA REFINADO (900 ml),VAREJO,CE,"9,18","9,31","10,50","11,51","11,67","11,51","11,33","10,54","9,79","9,19","9,32","9,34"
POLPA DE AÇAÍ GROSSA(O) (100 g),VAREJO,CE,"4,28","3,77","4,01","4,00","3,94","4,03","4,07","4,06","4,24","4,32","4,45","4,02"
PÃO FRANCÊS (kg),VAREJO,CE,"15,64","15,93","15,72","15,50","16,22","17,11","17,68","18,10","18,75","18,86","18,68","18,94"
SAL (kg),VAREJO,CE,"1,39","1,28","1,22","1,38","1,74","1,44","1,53","1,51","1,51","1,52","1,58","1,66"
TOMATE (kg),VAREJO,CE,"9,75","9,56","9,45","10,30","9,57","9,90","9,35","7,11","6,55","6,16","6,34","6,92"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (5 kg),ATACADO,DF,"17,75","17,35","17,33","19,14","19,10","16,85","17,04","17,37","16,76","17,96","17,49","17,89"
AÇÚCAR CRISTAL (30 kg),ATACADO,DF,"105,43","113,94","108,96","103,73","107,17","104,35","101,31","93,13","91,55","89,91","95,02","93,96"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,DF,"331,41","351,85","706,59","818,24","319,23","316,20","329,20","306,09","289,00","307,60","295,22","279,28"
CARNE BOVINA PONTA DE AGULHA (25 - 30 kg),ATACADO,DF,"445,02","442,56","479,20","487,42","502,03","482,42","463,05","448,35","466,60","449,75","470,91","440,46"
CARNE DE FRANGO CONGELADO (20 kg),ATACADO,DF,"176,88","161,08","138,89","139,24","164,40","152,60","143,37","166,69","163,26","154,35","162,95","176,22"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,DF,"119,10","114,04","101,53","118,43","176,74","216,82","220,00","169,10","131,20","129,98","140,73","130,96"
FARINHA DE MANDIOCA FINA TIPO 1 SECA (10 kg),ATACADO,DF,"45,56","41,24","46,43","46,55","49,79","56,76","55,62","58,74","60,11","37,90","55,77","64,31"
FARINHA DE TRIGO COMUM (10 kg),ATACADO,DF,"32,60","35,03","47,39","43,02","44,32","40,33","45,50","50,94","33,20","42,57","41,33","39,90"
FEIJÃO COMUM CORES TIPO 1 (10 kg),ATACADO,DF,"55,80","58,43","61,53","67,02","72,50","75,79","75,32","66,16","67,24","64,68","50,35","62,87"
FEIJÃO COMUM PRETO TIPO 1 (10 kg),ATACADO,DF,"61,67","75,98","74,57","76,09","77,73","72,72","71,95","64,28","57,56","54,92","58,70","71,77"
FLOCOS DE MILHO ENRIQUECIDO (10 kg),ATACADO,DF,"19,28","20,58","20,83","19,14","19,90","23,06","19,83","21,46","23,22","18,90","19,54","18,58"
FLOCOS DE MILHO PRE-COZIDO (10 kg),ATACADO,DF,"19,30","20,65","20,83","19,14","19,90","23,06","19,83","21,46","23,22","18,71","19,54","18,58"
FUBÁ DE MILHO COMUM AMARELO (10 kg),ATACADO,DF,"31,17","34,19","37,99","48,63","35,65","38,08","37,22","35,64","37,99","47,90","44,04","38,31"
LEITE DE VACA EM PÓ INTEGRAL (400 g),ATACADO,DF,"14,04","13,52","15,17","15,97","14,37","14,13","15,40","16,95","17,26","17,47","16,99","17,19"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,DF,"43,91","40,52","45,56","54,01","57,14","60,86","66,98","73,10","65,80","55,08","49,19","46,19"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (10 kg),ATACADO,DF,"49,78","47,90","51,68","57,66","61,17","65,81","59,07","61,70","55,03","64,92","55,26","71,27"
MILHO EM GRÃOS (60 kg),ATACADO,DF,"84,92","86,14","87,44","82,79","79,45","78,79","76,04","72,74","74,91","74,39","73,80","74,17"
OLEO DE SOJA REFINADO (20 un),ATACADO,DF,"166,84","170,52","169,44","190,36","197,28","196,09","181,13","170,57","164,64","157,77","155,04","159,37"
OVOS DE GALINHA GRANDE BRANCO (30 dz),ATACADO,DF,"146,45","152,26","164,97","176,53","183,00","179,09","179,76","185,26","187,00","187,00","183,36","186,64"
ABACAXI PÉROLA (6.50 kg),PRODUTOR,DF,"30,96","28,60","29,05","27,47","21,45","24,69","24,43","20,80","20,80","18,20","25,07","21,15"
ALHO COMUM (10 kg),PRODUTOR,DF,"137,50","130,26","141,74","144,76","144,50","141,36","135,24","133,48","138,86","132,50","137,89","135,45"
BANANA PRATA (20 kg),PRODUTOR,DF,"83,61","91,78","77,32","72,38","58,90","43,15","52,10","66,75","68,33","77,89","64,87","71,53"
BATATA INGLESA (kg),PRODUTOR,DF,"3,09","4,46","3,99","4,39","3,83","1,93","2,47","1,25","1,31","1,56","1,84","1,61"
BATATA-DOCE (22 kg),PRODUTOR,DF,"58,62","66,16","66,15","53,20","48,64","34,89","49,92","54,19","54,24","61,10","49,01","49,94"
BOI GORDO (15 kg),PRODUTOR,DF,"307,12","297,05","293,91","300,24","285,68","271,68","292,05","280,00","280,00","272,38","271,36","277,27"
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)",PRODUTOR,DF,"1.417,62","1.467,89","1.364,13","1.244,52","1.183,18","1.242,64","1.361,17","1.292,17","1.285,45","1.227,50","1.017,11","927,27"
CARNE CAPRINA DIANTEIRA (kg),PRODUTOR,DF,"29,58","25,00","26,65","27,00","27,00","27,00","27,48","28,00","28,00","28,00","28,71","29,30"
CARNE CAPRINA TRASEIRA (kg),PRODUTOR,DF,"29,50","25,00","26,65","27,00","27,00","27,00","27,48","28,00","28,00","28,00","28,71","29,23"
CARÁ (20 kg),PRODUTOR,DF,"60,00","80,89","74,78","68,19","56,31","50,40","43,29","49,52","51,64","64,00","66,86","158,82"
CEBOLA (kg),PRODUTOR,DF,"2,73","2,19","2,87","2,96","3,38","2,23","2,62","2,71","3,35","4,05","4,02","4,25"
FARINHA DE MANDIOCA FINA SECA (50 kg),PRODUTOR,DF,"151,25","171,19","191,23","202,60","164,25","170,34","209,76","229,22","244,00","244,38","232,71","251,02"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,DF,"260,33","285,26","299,13","308,10","382,50","414,91","321,08","265,22","275,00","290,00","340,00","355,05"
FRANGO VIVO (un),PRODUTOR,DF,"25,13","25,00","25,00","25,00","25,00","27,09","27,62","28,00","28,00","28,00","28,00","27,89"
INHAME (20 kg),PRODUTOR,DF,"81,67","75,74","70,09","70,10","64,00","61,87","81,82","62,26","71,27","82,00","141,20","153,18"
LARANJA PERA (40.8 kg),PRODUTOR,DF,"64,80","73,87","76,99","73,34","76,01","58,16","64,16","65,59","73,10","72,88","70,72","78,87"
LEITE DE VACA IN NATURA (l),PRODUTOR,DF,"2,28","2,19","2,23","2,42","2,50","2,48","3,09","3,20","2,79","2,53","2,34","2,23"
MANGA TOMMY ATKINS (6 kg),PRODUTOR,DF,"17,12","17,64","19,68","19,69","21,61","24,35","28,45","28,22","27,09","27,20","27,20","27,24"
MARACUJÁ (12 kg),PRODUTOR,DF,"80,80","70,42","65,48","73,29","60,60","72,49","72,75","77,26","78,36","87,00","87,47","79,39"
MILHO EM GRÃOS (60 kg),PRODUTOR,DF,"83,06","82,72","86,22","86,06","84,75","76,46","74,19","70,12","70,88","74,72","72,08","71,79"
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,DF,"317,54","303,16","303,26","307,38","295,00","290,77","318,05","296,52","290,00","290,00","264,55","273,41"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,DF,"116,84","121,81","139,64","153,21","146,20","144,36","145,52","148,99","149,05","149,00","146,23","148,78"
SOJA EM GRÃOS (60 kg),PRODUTOR,DF,"165,08","178,95","187,39","170,95","176,75","177,51","170,32","169,57","169,09","170,00","162,73","163,36"
SORGO GRANÍFERO EM GRÃOS (60 kg),PRODUTOR,DF,"63,54","61,50","68,30","63,29","59,50","60,54","60,01","60,52","59,45","59,50","60,55","60,68"
SUÍNO VIVO (kg),PRODUTOR,DF,"6,05","5,78","6,16","6,28","6,90","7,05","7,20","7,69","6,96","7,43","7,40","7,49"
TANGERINA (24 kg),PRODUTOR,DF,"67,50","92,11","88,09","129,52","86,75","64,40","65,15","96,78","110,64","98,00","88,63","73,93"
TOMATE (20 kg),PRODUTOR,DF,"137,50","164,21","150,00","173,57","110,00","96,76","93,86","75,43","70,00","121,19","114,74","141,82"
"TRIGO PÃO, PH 80, TIPO 1 (60 kg)",PRODUTOR,DF,"116,50","102,80","119,13","116,90","117,50","121,50","123,29","120,00","117,50","112,50","110,00","110,50"
VACA GORDA (15 kg),PRODUTOR,DF,"292,55","282,42","283,26","283,81","260,25","261,31","279,10","260,00","260,00","257,50","260,91","267,31"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,DF,"5,90","5,54","4,87","5,03","4,99","5,73","5,66","5,12","5,22","4,99","4,99","4,96"
AÇÚCAR CRISTAL (5.00 kg),VAREJO,DF,"18,24","19,20","18,69","17,55","18,52","17,75","18,07","16,83","16,11","15,99","16,04","16,62"
BATATA INGLESA (kg),VAREJO,DF,"4,21","6,34","5,06","7,01","6,81","5,01","4,66","4,26","3,59","5,49","6,44","6,36"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,DF,"8,02","12,04","8,16","7,99","7,99","8,10","7,76","7,60","7,94","7,99","7,94","8,76"
CARNE BOVINA PONTA DE AGULHA (kg),VAREJO,DF,"20,76","21,07","20,47","21,56","21,74","21,55","20,90","20,34","20,31","20,22","20,88","19,97"
CARNE DE FRANGO CONGELADO (kg),VAREJO,DF,"8,84","8,05","7,94","7,51","8,64","7,76","7,28","8,61","8,89","8,52","8,69","9,83"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,DF,"7,11","6,88","7,97","7,87","7,89","8,38","8,38","9,30","8,16","8,19","8,88","7,95"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,DF,"11,18","9,57","10,82","10,80","15,49","19,16","18,83","12,90","11,71","10,99","11,76","11,54"
CEBOLA (kg),VAREJO,DF,"3,67","2,86","4,38","4,59","5,14","5,00","5,15","4,82","5,76","6,49","7,63","9,97"
"FARINHA DE MANDIOCA FINA TIPO 1, TORRADA (kg)",VAREJO,DF,"5,11","5,52","5,46","5,50","5,54","5,98","5,73","6,56","6,76","6,26","6,84","7,07"
FARINHA DE TRIGO COMUM (kg),VAREJO,DF,"3,41","4,35","5,19","4,54","4,69","4,84","4,74","4,53","3,40","4,69","4,73","4,35"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,DF,"5,87","6,48","6,53","6,93","7,67","7,92","7,35","6,90","6,77","6,74","5,54","6,47"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,DF,"6,58","7,72","7,77","8,00","8,12","7,51","7,18","6,78","6,62","5,77","6,34","7,24"
FLOCOS DE MILHO ENRIQUECIDO (500 g),VAREJO,DF,"2,24","2,47","2,53","2,44","2,34","2,48","3,66","4,10","2,58","2,12","2,18","2,03"
FUBÁ DE MILHO COMUM AMARELO (kg),VAREJO,DF,"4,09","3,85","3,79","4,09","3,78","4,50","4,12","3,81","4,04","5,09","4,65","3,25"
LEITE DE CABRA INTEGRAL (l),VAREJO,DF,"10,00","10,00","10,78","12,00","12,00","12,86","12,43","12,00","12,00","12,00","12,00","12,07"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,DF,"14,63","15,08","16,30","16,56","13,99","14,10","15,04","17,32","17,30","17,72","17,28","17,73"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,DF,"3,67","3,37","4,01","4,68","4,79","5,18","6,26","6,27","5,17","4,99","4,10","3,80"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg),VAREJO,DF,"5,54","5,21","5,49","6,39","5,87","5,19","5,22","6,42","5,99","6,89","5,58","7,27"
OLEO DE SOJA REFINADO (900 ml),VAREJO,DF,"8,57","8,52","9,01","9,94","9,99","9,95","9,51","9,38","8,51","8,09","7,77","8,10"
PÃO FRANCÊS (kg),VAREJO,DF,"11,05","9,99","11,73","13,80","13,99","11,72","10,32","13,12","15,81","12,74","13,95","13,51"
TOMATE (kg),VAREJO,DF,"7,12","6,58","8,51","9,80","7,90","5,52","3,82","3,29","3,70","4,32","5,94","6,22"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,ES,"96,43","95,76","90,26","98,69","100,50","99,99","100,31","100,96","102,77","102,74","104,96","109,85"
AÇÚCAR CRISTAL (30 kg),ATACADO,ES,"105,92","108,40","110,95","109,74","108,55","107,17","103,71","104,71","103,66","99,45","101,50","109,04"
CAFÉ ARÁBICA TIPO 7 (60 kg),ATACADO,ES,"1.324,50","1.329,21","1.135,91","1.080,10","1.055,40","1.071,23","1.070,48","1.033,74","1.030,83","905,24","812,30","921,87"
CAFÉ CONILLON TIPO 7 (60 kg),ATACADO,ES,"795,50","786,55","734,05","771,30","726,85","669,93","687,38","707,80","720,44","627,64","539,70","637,99"
CAFÉ MOÍDO E TORRADO (5 kg),ATACADO,ES,"144,92","164,67","159,06","170,74","171,07","163,80","171,96","166,38","162,92","163,86","161,61","165,06"
CARNE DE FRANGO CONGELADO (kg),ATACADO,ES,"8,61","8,06","8,05","9,73","9,34","9,32","9,94","10,09","10,01","10,00","10,21","10,13"
CARNE DE FRANGO RESFRIADO (kg),ATACADO,ES,"7,91","7,65","7,91","8,86","8,90","9,00","9,50","9,65","9,97","10,09","10,07","9,96"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg),ATACADO,ES,"10,70","12,16","12,10","12,34","12,40","12,55","12,70","13,36","12,50","13,53","14,30","14,59"
CARNE SUÍNA PÉ (15 kg),ATACADO,ES,"85,50","89,25","92,87","97,93","98,25","109,73","110,62","116,51","106,77","113,63","111,75","118,23"
CARNE SUÍNA RESFRIADA CARCAÇA (kg),ATACADO,ES,"8,36","8,89","8,98","9,43","9,56","10,40","10,51","11,08","10,22","10,58","10,50","10,99"
FARELO DE SOJA (t),ATACADO,ES,"2.870,00","2.994,47","3.103,04","2.699,29","2.615,63","2.528,30","2.658,81","2.716,89","2.852,00","2.946,50","2.934,32","2.903,64"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (10 kg),ATACADO,ES,"40,89","45,94","45,49","53,19","52,76","56,34","56,57","57,21","58,04","58,23","62,72","67,81"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg),ATACADO,ES,"42,13","43,29","45,27","48,28","49,53","50,10","54,13","54,88","56,31","54,73","56,02","53,76"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,ES,"205,77","206,32","213,50","227,86","234,32","246,71","252,63","251,04","251,61","247,78","234,63","256,78"
FLOCOS DE MILHO PRE-COZIDO (10 kg),ATACADO,ES,"80,33","81,94","79,32","85,15","87,20","86,37","87,91","87,18","97,69","102,43","99,84","100,54"
FUBÁ DE MILHO COMUM AMARELO (10 kg),ATACADO,ES,"41,49","42,64","40,53","43,97","44,34","46,42","46,68","45,68","44,59","46,46","49,05","47,58"
LEITE DE VACA EM PÓ INTEGRAL (10 kg),ATACADO,ES,"322,34","325,05","326,05","355,56","362,98","384,08","420,24","487,16","493,20","490,12","481,33","468,55"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,ES,"43,53","42,76","48,21","55,55","55,51","58,64","85,28","78,61","66,01","62,22","56,72","57,10"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (500 g),ATACADO,ES,"3,63","3,74","4,01","3,90","4,10","4,22","4,39","4,48","4,54","4,60","4,58","4,68"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (kg),ATACADO,ES,"5,29","5,02","5,28","5,47","5,78","5,93","6,62","6,77","6,72","6,83","6,72","6,87"
MILHO EM GRÃOS (60 kg),ATACADO,ES,"98,00","100,34","100,54","95,21","89,14","92,60","89,23","88,96","92,18","94,05","92,23","91,16"
OLEO DE SOJA REFINADO (20 un),ATACADO,ES,"172,76","175,13","189,00","200,23","202,84","200,53","192,97","180,24","174,94","170,98","167,75","169,12"
OVOS DE GALINHA BRANCO EXTRA (30 dz),ATACADO,ES,"104,13","134,84","150,00","154,05","149,25","153,30","149,29","159,48","161,45","159,38","155,68","152,73"
OVOS DE GALINHA VERMELHO EXTRA (30 dz),ATACADO,ES,"122,00","156,76","171,32","174,71","170,88","177,00","177,76","192,72","192,95","187,88","183,11","183,37"
SORGO GRANÍFERO EM GRÃOS (60 kg),ATACADO,ES,"92,06","94,21","94,32","91,80","90,13","87,95","81,43","75,59","77,28","82,75","80,05","79,19"
ABACAXI PÉROLA (kg),PRODUTOR,ES,"2,48","2,48","2,62","2,52","2,38","2,38","2,56","2,61","2,61","2,65","2,51","2,32"
AMÊNDOA DE CACAU (60 kg),PRODUTOR,ES,"847,50","825,26","746,52","680,95","695,00","674,09","702,38","680,00","680,00","690,00","720,00","753,64"
BANANA DA TERRA (kg),PRODUTOR,ES,"1,00","0,85","1,19","0,95","1,14","1,55","2,25","2,30","3,02","2,70","1,81","2,12"
BANANA PRATA (kg),PRODUTOR,ES,"1,50","1,24","1,20","1,09","1,10","1,13","1,19","1,53","1,97","2,11","2,06","2,09"
BATATA INGLESA (50 kg),PRODUTOR,ES,"130,00","137,37","140,33","151,90","134,25","136,91","106,57","95,22","129,09","142,50","134,55","154,09"
BATATA-DOCE (kg),PRODUTOR,ES,"1,55","1,97","1,71","1,33","1,65","1,46","2,10","2,27","2,61","2,28","2,24","2,12"
